source,status,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db
D:\Work\ADS\6-8G_Fillter\6-8G_Fillter\data\r2e_l600_mm_coords_FEM_a.ds:data,TUNE,-45.21,-3.44,-1.62,-3.00,-41.68,-3.44,2.41,-5.40,-5.45
