freq	dB(S21_fitted)
6.31250000000000000E+09	-2.21149675572197424E+00
6.32031250000000000E+09	-2.11360884199247501E+00
6.32812500000000000E+09	-2.01628354293127465E+00
6.33593750000000000E+09	-1.92075085177828964E+00
6.34375000000000000E+09	-1.82825826532106972E+00
6.35156250000000000E+09	-1.74004703002495620E+00
6.35937500000000000E+09	-1.65732490649159248E+00
6.36718750000000000E+09	-1.58123625487005848E+00
6.37500000000000000E+09	-1.51283065728484356E+00
6.38281250000000000E+09	-1.45303166584280463E+00
6.39062500000000000E+09	-1.40260753303201313E+00
6.39843750000000000E+09	-1.36214588435597461E+00
6.40625000000000000E+09	-1.33203418644251248E+00
6.41406250000000000E+09	-1.31244753334695652E+00
6.42187500000000000E+09	-1.30334474365620734E+00
6.42968750000000000E+09	-1.30447309389967736E+00
6.43750000000000000E+09	-1.31538130023446631E+00
6.44531250000000000E+09	-1.33543970066311712E+00
6.45312500000000000E+09	-1.36386607309600150E+00
6.46093750000000000E+09	-1.39975521022459493E+00
6.46875000000000000E+09	-1.44211028157903653E+00
6.47656250000000000E+09	-1.48987412922130735E+00
6.48437500000000000E+09	-1.54195891998465351E+00
6.49218750000000000E+09	-1.59727295229023736E+00
6.50000000000000000E+09	-1.65474382631445938E+00
6.50781250000000000E+09	-1.71333757926865360E+00
6.51562500000000000E+09	-1.77207372523118423E+00
6.52343750000000000E+09	-1.83003640101161569E+00
6.53125000000000000E+09	-1.88638200069551032E+00
6.53906250000000000E+09	-1.94034378764901172E+00
6.54687500000000000E+09	-1.99123401629008190E+00
6.55468750000000000E+09	-2.03844409198856358E+00
6.56250000000000000E+09	-2.08144326100750421E+00
6.57031250000000000E+09	-2.11977626649426609E+00
6.57812500000000000E+09	-2.15306034150157943E+00
6.58593750000000000E+09	-2.18098184334905509E+00
6.59375000000000000E+09	-2.20329277023577674E+00
6.60156250000000000E+09	-2.21980734370598398E+00
6.60937500000000000E+09	-2.23039879059731216E+00
6.61718750000000000E+09	-2.23499641561702855E+00
6.62500000000000000E+09	-2.23358302015021559E+00
6.63281250000000000E+09	-2.22619269336472092E+00
6.64062500000000000E+09	-2.21290897702765310E+00
6.64843750000000000E+09	-2.19386338455053753E+00
6.65625000000000000E+09	-2.16923423657653025E+00
6.66406250000000000E+09	-2.13924575899808245E+00
6.67187500000000000E+09	-2.10416737392343656E+00
6.67968750000000000E+09	-2.06431309929821216E+00
6.68750000000000000E+09	-2.02004095839912523E+00
6.69531250000000000E+09	-1.97175228631327126E+00
6.70312500000000000E+09	-1.91989080719480953E+00
6.71093750000000000E+09	-1.86494134431451486E+00
6.71875000000000000E+09	-1.80742801583765589E+00
6.72656250000000000E+09	-1.74791176441707874E+00
6.73437500000000000E+09	-1.68698706994654590E+00
6.74218750000000000E+09	-1.62527770429202256E+00
6.75000000000000000E+09	-1.56343140666695279E+00
6.75781250000000000E+09	-1.50211339047908865E+00
6.76562500000000000E+09	-1.44199863830819086E+00
6.77343750000000000E+09	-1.38376300152041920E+00
6.78125000000000000E+09	-1.32807319377745525E+00
6.78906250000000000E+09	-1.27557585040574439E+00
6.79687500000000000E+09	-1.22688591324784091E+00
6.80468750000000000E+09	-1.18257468621863948E+00
6.81250000000000000E+09	-1.14315798176805439E+00
6.82031250000000000E+09	-1.10908483352187215E+00
6.82812500000000000E+09	-1.08072727674958946E+00
6.83593750000000000E+09	-1.05837168913020352E+00
