freq	dB(S11_fitted)
6.05859375000000000E+09	-1.28928701277576252E+01
6.06250000000000000E+09	-1.26560172482569016E+01
6.06640625000000000E+09	-1.23580517521843269E+01
6.07031250000000000E+09	-1.20164318317490455E+01
6.07421875000000000E+09	-1.16470626491894098E+01
6.07812500000000000E+09	-1.12632730088658484E+01
6.08203125000000000E+09	-1.08755429144723550E+01
6.08593750000000000E+09	-1.04916958980865829E+01
6.08984375000000000E+09	-1.01173067255751583E+01
6.09375000000000000E+09	-9.75616073834047626E+00
6.09765625000000000E+09	-9.41067860513383891E+00
6.10156250000000000E+09	-9.08227222725402150E+00
6.10546875000000000E+09	-8.77162626415059776E+00
6.10937500000000000E+09	-8.47891287616447542E+00
6.11328125000000000E+09	-8.20395162933839650E+00
6.11718750000000000E+09	-7.94632659074559022E+00
6.12109375000000000E+09	-7.70547101693527203E+00
6.12500000000000000E+09	-7.48072798186342780E+00
6.13281250000000000E+09	-7.07674599750655720E+00
6.14062500000000000E+09	-6.72866176779948511E+00
6.14843750000000000E+09	-6.43100616183254026E+00
6.15625000000000000E+09	-6.17882516567490736E+00
6.16406250000000000E+09	-5.96777616266213862E+00
6.17187500000000000E+09	-5.79414066738062861E+00
6.17968750000000000E+09	-5.65479830766330327E+00
6.18750000000000000E+09	-5.54718545410408215E+00
6.19531250000000000E+09	-5.46925061920435773E+00
6.20312500000000000E+09	-5.41941278253063707E+00
6.21093750000000000E+09	-5.39652565119049132E+00
6.21875000000000000E+09	-5.39984923452659160E+00
6.22656250000000000E+09	-5.42902931171978853E+00
6.23437500000000000E+09	-5.48408503671346637E+00
6.24218750000000000E+09	-5.56540486454236127E+00
6.25000000000000000E+09	-5.67375110027837515E+00
6.25781250000000000E+09	-5.81027362649412016E+00
6.26562500000000000E+09	-5.97653375570879408E+00
6.27343750000000000E+09	-6.17453971104816279E+00
6.28125000000000000E+09	-6.40679602623979427E+00
6.28906250000000000E+09	-6.67637028566146906E+00
6.29687500000000000E+09	-6.98698227469388122E+00
6.30468750000000000E+09	-7.34312306464232645E+00
6.31250000000000000E+09	-7.75021527211027017E+00
6.32031250000000000E+09	-8.21483145305044715E+00
6.32812500000000000E+09	-8.74499653967540169E+00
6.33593750000000000E+09	-9.35061443182614305E+00
6.34375000000000000E+09	-1.00440816566600191E+01
6.35156250000000000E+09	-1.08411877025541887E+01
6.35937500000000000E+09	-1.17624593943503051E+01
6.36718750000000000E+09	-1.28351892332361324E+01
6.37500000000000000E+09	-1.40964614657674687E+01
6.38281250000000000E+09	-1.55973036308468807E+01
6.39062500000000000E+09	-1.74062082824929760E+01
6.39843750000000000E+09	-1.95985952288039549E+01
6.40625000000000000E+09	-2.21526866502916029E+01
6.41406250000000000E+09	-2.44164119709105911E+01
6.42187500000000000E+09	-2.44932619922996224E+01
6.42968750000000000E+09	-2.23334355799434405E+01
6.43750000000000000E+09	-1.98440727435641158E+01
6.44531250000000000E+09	-1.77094838716475493E+01
6.45312500000000000E+09	-1.59579471519350786E+01
6.46093750000000000E+09	-1.45140124986225842E+01
6.46875000000000000E+09	-1.33083131182594609E+01
6.47656250000000000E+09	-1.22890596792472540E+01
6.48437500000000000E+09	-1.14186227598546370E+01
6.49218750000000000E+09	-1.06693514371155658E+01
6.50000000000000000E+09	-1.00205053698807749E+01
6.50781250000000000E+09	-9.45619058597331907E+00
