candidate,source
single_30mm_series_hi_z_same_anchor_a,projects\hfss_sma_connector\simulations\single_end_connector_50r_30mm\results\series_hi_z_same_anchor_a\single_30mm_series_hi_z_same_anchor_a_trace.csv
