candidate,predicted_tx_score,parent,parent_tx_score,min_gap_mm,length_delta_mm,gap_delta_mm,width_delta_mm,params_json,layout_json
tx_band1_mcfil_r4_cnn038_rand32,25.458,tx_band1_mcfil_r2_cnn002_len_p085_gap_relax006,25.235,0.064977,0.096302;0.107898;0.105499;0.107593;0.09706,0.000769;-0.017138;-0.025881;-0.020445;0.000383,-0.001909;0.000165;0.001773;0.001607;-0.001975,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round4\tx_band1_mcfil_r4_cnn038_rand32_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round4\tx_band1_mcfil_r4_cnn038_rand32_layout.json
tx_band1_mcfil_r4_cnn034_rand28,25.444,tx_band1_mcfil_r2_cnn002_len_p085_gap_relax006,25.235,0.063365,0.09011;0.10894;0.106158;0.107581;0.100806,0.002346;-0.012274;-0.020266;-0.008141;-0.001229,-0.010194;0.000144;0.001311;-0.004761;-0.010359,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round4\tx_band1_mcfil_r4_cnn034_rand28_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round4\tx_band1_mcfil_r4_cnn034_rand28_layout.json
tx_band1_mcfil_r4_cnn025_rand19,25.436,tx_band1_mcfil_r2_cnn002_len_p085_gap_relax006,25.235,0.063597,0.100271;0.094835;0.107172;0.108498;0.10245,-0.000997;-0.013687;-0.027647;-0.008639;0.002404,-0.000755;0.000106;-0.002661;0.000257;-0.008104,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round4\tx_band1_mcfil_r4_cnn025_rand19_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round4\tx_band1_mcfil_r4_cnn025_rand19_layout.json
tx_band1_mcfil_r4_cnn008_rand02,25.429,tx_band1_mcfil_r2_cnn002_len_p085_gap_relax006,25.235,0.063271,0.093442;0.10552;0.105309;0.10835;0.09486,0.001553;-0.017043;-0.021308;-0.019367;-0.001323,-0.000819;0.001595;0.002613;-0.003275;-0.008121,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round4\tx_band1_mcfil_r4_cnn008_rand02_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round4\tx_band1_mcfil_r4_cnn008_rand02_layout.json
tx_band1_mcfil_r4_cnn014_rand08,25.425,tx_band1_mcfil_r2_cnn002_len_p085_gap_relax006,25.235,0.060781,0.09797;0.105897;0.111009;0.09836;0.097727,0.002777;-0.009986;-0.022585;-0.008288;-0.003813,-0.009916;-0.00175;0.002578;-0.002861;-0.008308,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round4\tx_band1_mcfil_r4_cnn014_rand08_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round4\tx_band1_mcfil_r4_cnn014_rand08_layout.json
tx_band1_mcfil_r4_cnn013_rand07,25.416,tx_band1_mcfil_r2_cnn002_len_p085_gap_relax006,25.235,0.052851,0.100475;0.105649;0.10686;0.108003;0.084611,-0.011743;-0.01545;-0.021961;-0.007675;-0.000311,-0.010145;-0.004703;-0.0003;-0.002063;-0.000907,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round4\tx_band1_mcfil_r4_cnn013_rand07_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round4\tx_band1_mcfil_r4_cnn013_rand07_layout.json
