candidate,source
sma_connector_100mm_50r_jlc04161h_7628_1p6mm_hfss,projects\hfss_sma_connector\microstrip_connector\results\connector_100mm_50r\sma_connector_100mm_50r_jlc04161h_7628_1p6mm_hfss_trace.csv
