run_id,project_id,round_id,candidate_id,profile_id,target_profile_id,score_version,error_class,failed_step,elapsed_s,source,target_profile,status,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db,margin_s21_5g_db,margin_s21_6g_db,margin_s21_8g_db,margin_passband_min_s21_db,margin_passband_ripple_db,margin_worst_s11_6_8_db,margin_worst_s22_6_8_db
bfp_6_8g_i7_fr4_round3_i7_fr4_r3_base_company_20260801_103906,bfp_6_8g_i7_fr4,round3,i7_fr4_r3_base,company,fr4_25db_rl6,fr4_i7_score_v1,,,159.516,E:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\baselines\company_rerun_20260801\i7_fr4_r3_base_mm_coords_rfpro.csv,fr4_25db_rl6,TUNE,-27.15,-2.13,-2.43,-4.28,-58.64,-4.28,2.83,-5.55,-5.98,2.15,2.87,0.72,0.72,1.17,-0.45,-0.02
