candidate,cell,notes,source,target_profile,status,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db
folded_sir_l3_r3_zhi_ref,folded_sir_l3_r3_zhi_ref_mm_coords,round3 reference copied from r2_zhi_strong; high-side zero near 9.1 GHz but weak at 6 GHz,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round3\folded_sir_l3_r3_zhi_ref_mm_coords_rfpro.csv,fr4_25db,TUNE,-20.69,-11.34,-2.79,-4.02,-31.69,-11.34,9.91,-0.84,-0.82
folded_sir_l3_r3_l350_s725,folded_sir_l3_r3_l350_s725_mm_coords,recover low-edge pole: moderately lengthen purple U while preserving r2_zhi_strong orange high-zero control,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round3\folded_sir_l3_r3_l350_s725_mm_coords_rfpro.csv,fr4_25db,TUNE,-17.02,-9.15,-1.72,-3.71,-42.94,-9.15,7.44,-1.16,-1.09
folded_sir_l3_r3_l360_s735,folded_sir_l3_r3_l360_s735_mm_coords,recover low-edge pole: stronger purple U length recovery to improve 6 GHz edge,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round3\folded_sir_l3_r3_l360_s735_mm_coords_rfpro.csv,fr4_25db,TUNE,-31.11,-11.50,-1.92,-4.15,-36.17,-11.50,10.07,-0.81,-0.80
folded_sir_l3_r3_l370_s745,folded_sir_l3_r3_l370_s745_mm_coords,recover low-edge pole: near-round0 purple U length with r2 high-zero orange loading,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round3\folded_sir_l3_r3_l370_s745_mm_coords_rfpro.csv,fr4_25db,TUNE,-31.02,-10.73,-1.62,-3.33,-41.70,-10.73,9.35,-0.90,-0.89
folded_sir_l3_r3_l360_feed,folded_sir_l3_r3_l360_feed_mm_coords,recover low-edge pole plus external coupling: lengthened purple U and boosted feed tip/overlap,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round3\folded_sir_l3_r3_l360_feed_mm_coords_rfpro.csv,fr4_25db,TUNE,-15.67,-14.01,-2.07,-4.88,-40.43,-14.01,12.44,-0.63,-0.62
folded_sir_l3_r3_l360_s1_030,folded_sir_l3_r3_l360_s1_030_mm_coords,restore some orange-purple coupling with S1=0.30 while keeping lengthened purple U,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round3\folded_sir_l3_r3_l360_s1_030_mm_coords_rfpro.csv,fr4_25db,TUNE,-28.32,-12.37,-2.51,-4.29,-30.46,-12.37,10.94,-0.72,-0.72
folded_sir_l3_r3_l360_s2_016,folded_sir_l3_r3_l360_s2_016_mm_coords,increase purple modal coupling near process limit on the l360/s735 candidate,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round3\folded_sir_l3_r3_l360_s2_016_mm_coords_rfpro.csv,fr4_25db,TUNE,-24.16,-11.94,-2.09,-4.23,-37.68,-11.94,10.53,-0.77,-0.77
folded_sir_l3_r3_mild_orange,folded_sir_l3_r3_mild_orange_mm_coords,milder orange high-zero control to trade some high-edge rejection for better 6-8 GHz flatness,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round3\folded_sir_l3_r3_mild_orange_mm_coords_rfpro.csv,fr4_25db,TUNE,-12.99,-8.30,-1.34,-3.90,-43.44,-8.30,6.98,-1.29,-1.29
