candidate,predicted_tx_score,parent,parent_tx_score,min_gap_mm,length_delta_mm,gap_delta_mm,width_delta_mm,params_json,layout_json
tx_band1_mcfil_r12_cnn030_rand21,-12.966,tx_band1_mcfil_r1_cnn002_len_p055_gap_m020,-18.165,0.054172,0.043548;0.052102;0.055623;0.053147;0.050464,-0.002802;-0.022012;-0.041276;-0.028909;-0.010422,-0.001997;0.001306;-0.000443;-0.001116;-0.012882,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn030_rand21_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn030_rand21_layout.json
tx_band1_mcfil_r12_cnn015_rand06,-14.580,tx_band1_mcfil_r1_cnn002_len_p055_gap_m020,-18.165,0.061332,0.059638;0.052101;0.058061;0.056834;0.047452,-0.003262;-0.017705;-0.040804;-0.022806;0.003655,0.000186;-0.002954;-0.001275;-0.001908;-0.009564,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn015_rand06_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn015_rand06_layout.json
tx_band1_mcfil_r12_cnn045_rand36,-14.813,tx_band1_mcfil_r1_cnn002_len_p055_gap_m020,-18.165,0.05725,0.045315;0.051026;0.069224;0.058551;0.043201,-0.003255;-0.031258;-0.029658;-0.031939;-0.007344,-0.010152;-0.003413;0.002579;0.000433;-0.009624,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn045_rand36_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn045_rand36_layout.json
tx_band1_mcfil_r12_cnn025_rand16,-14.942,tx_band1_mcfil_r1_cnn002_len_p055_gap_m020,-18.165,0.053276,0.059511;0.052731;0.062729;0.062555;0.054018,-0.010254;-0.026943;-0.03192;-0.019286;-0.011318,-0.010598;-0.003171;-0.00096;-0.002338;-0.0131,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn025_rand16_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn025_rand16_layout.json
tx_band1_mcfil_r12_cnn018_rand09,-15.101,tx_band1_mcfil_r1_cnn002_len_p055_gap_m020,-18.165,0.064481,0.050251;0.053415;0.064694;0.057212;0.048033,-0.000113;-0.028997;-0.036794;-0.028771;0.001304,-0.007722;-0.002016;-0.002127;-0.004346;-0.014112,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn018_rand09_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn018_rand09_layout.json
tx_band1_mcfil_r12_cnn023_rand14,-16.774,tx_band1_mcfil_r1_cnn002_len_p055_gap_m020,-18.165,0.060065,0.054318;0.053617;0.065493;0.053744;0.047926,0.003258;-0.028349;-0.041892;-0.021849;-0.004529,-0.000336;-0.004683;0.002379;-5.9e-05;-0.013401,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn023_rand14_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn023_rand14_layout.json
tx_band1_mcfil_r12_cnn006_edge_short_center_hold,-16.856,tx_band1_mcfil_r1_cnn002_len_p055_gap_m020,-18.165,0.048594,0.043;0.055;0.061;0.055;0.043,-0.016;-0.022;-0.03;-0.022;-0.016,-0.008;-0.002;0;-0.002;-0.008,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn006_edge_short_center_hold_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn006_edge_short_center_hold_layout.json
tx_band1_mcfil_r12_cnn008_hf_edge_match_width_m014,-18.029,tx_band1_mcfil_r1_cnn002_len_p055_gap_m020,-18.165,0.054594,0.059;0.059;0.059;0.059;0.059,-0.01;-0.022;-0.032;-0.022;-0.01,-0.014;-0.006;-0.002;-0.006;-0.014,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn008_hf_edge_match_width_m014_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round12\tx_band1_mcfil_r12_cnn008_hf_edge_match_width_m014_layout.json
