name,L_mm,tap_mm,Egap_mm,S1_mm,S2_mm,S3_mm,S4_mm,S5_mm,S6_mm,W0_mm,feed_len_mm,feed_taper_len_mm,feed_tip_w_mm,feed_overlap_mm,via_diameter_mm,metal_layer,via_layer,notes
i7_fr4_r9_asym0237,5.54893,1.94004,0.477,0.12011,0.17672,0.18708,0.19068,0.17727,0.11687,0.36417,3,0.53245,0.17591,0.06592,0.254,cond,pcvia1,refined-NN rank 1; score 119.177; S21@5/6/8 -26.1307/-3.00673/-4.27655 dB; S11/S22 -5.52109/-5.74828 dB
i7_fr4_r9_asym0272,5.54936,1.95216,0.48197,0.12316,0.18129,0.18939,0.18876,0.17716,0.11696,0.36476,3,0.55623,0.18479,0.05805,0.254,cond,pcvia1,refined-NN rank 2; score 118.361; S21@5/6/8 -27.3527/-2.81691/-4.3736 dB; S11/S22 -5.3071/-5.12165 dB
i7_fr4_r9_asym0418,5.55869,1.94741,0.48508,0.11666,0.17569,0.18404,0.18443,0.1727,0.11819,0.35857,3,0.56994,0.18922,0.06509,0.254,cond,pcvia1,refined-NN rank 3; score 118.166; S21@5/6/8 -26.0008/-2.76078/-3.81024 dB; S11/S22 -5.42461/-5.08807 dB
i7_fr4_r9_asym0256,5.54556,1.96166,0.4978,0.11499,0.16963,0.19382,0.18589,0.16158,0.1117,0.36772,3,0.54375,0.19023,0.06045,0.254,cond,pcvia1,refined-NN rank 4; score 118.073; S21@5/6/8 -25.4355/-3.44056/-4.47134 dB; S11/S22 -5.37138/-5.23435 dB
i7_fr4_r9_asym0732,5.55739,1.95118,0.48761,0.11645,0.17229,0.18897,0.1854,0.17101,0.11583,0.35784,3,0.5209,0.18495,0.06098,0.254,cond,pcvia1,refined-NN rank 5; score 117.939; S21@5/6/8 -25.7806/-3.22649/-4.58893 dB; S11/S22 -5.28023/-5.46135 dB
i7_fr4_r9_asym0731,5.55419,1.95485,0.49037,0.11588,0.17098,0.18898,0.18611,0.17317,0.11505,0.36164,3,0.51073,0.18991,0.06268,0.254,cond,pcvia1,refined-NN rank 6; score 117.881; S21@5/6/8 -25.1408/-3.07071/-4.71243 dB; S11/S22 -5.34553/-5.53886 dB
i7_fr4_r9_asym0545,5.55889,1.95163,0.48877,0.11517,0.17244,0.18578,0.18774,0.16927,0.11772,0.35463,3,0.5041,0.1887,0.06519,0.254,cond,pcvia1,refined-NN rank 7; score 117.66; S21@5/6/8 -25.7994/-3.12023/-4.30442 dB; S11/S22 -5.42816/-5.27083 dB
i7_fr4_r9_asym0667,5.55352,1.95662,0.4812,0.11845,0.17337,0.18606,0.18664,0.16859,0.11865,0.3571,3,0.50316,0.18709,0.06108,0.254,cond,pcvia1,refined-NN rank 8; score 117.257; S21@5/6/8 -26.4091/-3.15043/-4.15258 dB; S11/S22 -5.03047/-4.92666 dB
