name,L_mm,tap_mm,Egap_mm,S1_mm,S2_mm,S3_mm,S4_mm,S5_mm,S6_mm,W0_mm,feed_len_mm,feed_taper_len_mm,feed_tip_w_mm,feed_overlap_mm,via_diameter_mm,metal_layer,via_layer,notes
i7_fr4_r8_nn0002,5.54124,1.96548,0.49748,0.11519,0.16838,0.18741,0.18741,0.16838,0.11519,0.36642,3,0.56647,0.19547,0.05248,0.254,cond,pcvia1,refined-NN rank 1; score 117.907; S21@5/6/8 -27.0844/-3.03197/-4.82303 dB; S11/S22 -5.18917/-5.40777 dB
i7_fr4_r8_nn0003,5.5358,1.95038,0.46539,0.11754,0.17091,0.19003,0.19003,0.17091,0.11754,0.36545,3,0.54866,0.17424,0.05575,0.254,cond,pcvia1,refined-NN rank 2; score 117.607; S21@5/6/8 -27.3477/-2.95327/-4.6151 dB; S11/S22 -5.32104/-5.0325 dB
i7_fr4_r8_nn0023,5.55294,1.94413,0.48481,0.12171,0.17435,0.18679,0.18679,0.17435,0.12171,0.3635,3,0.57045,0.17204,0.06403,0.254,cond,pcvia1,refined-NN rank 3; score 117.204; S21@5/6/8 -26.2939/-2.81615/-4.91953 dB; S11/S22 -5.10496/-5.18516 dB
i7_fr4_r8_nn0024,5.55679,1.94244,0.48507,0.11634,0.17562,0.18833,0.18833,0.17562,0.11634,0.36292,3,0.60918,0.17,0.05872,0.254,cond,pcvia1,refined-NN rank 4; score 116.863; S21@5/6/8 -27.3532/-3.06874/-4.85494 dB; S11/S22 -5.29154/-4.8619 dB
i7_fr4_r8_nn0026,5.55651,1.94338,0.48578,0.11983,0.17135,0.18883,0.18883,0.17135,0.11983,0.36594,3,0.61603,0.18503,0.05787,0.254,cond,pcvia1,refined-NN rank 5; score 116.514; S21@5/6/8 -27.6351/-3.2271/-4.87884 dB; S11/S22 -5.16795/-4.76102 dB
i7_fr4_r8_nn0013,5.55617,1.93339,0.47753,0.12112,0.17344,0.19064,0.19064,0.17344,0.12112,0.35067,3,0.52972,0.21179,0.05678,0.254,cond,pcvia1,refined-NN rank 6; score 116.311; S21@5/6/8 -27.8254/-3.01977/-4.89065 dB; S11/S22 -4.77878/-5.21857 dB
i7_fr4_r8_nn0001,5.5547,1.93833,0.47263,0.11302,0.17788,0.18847,0.18847,0.17788,0.11302,0.3552,3,0.63537,0.21778,0.05899,0.254,cond,pcvia1,refined-NN rank 7; score 116.166; S21@5/6/8 -26.9394/-2.45863/-4.66436 dB; S11/S22 -4.711/-5.28188 dB
i7_fr4_r8_nn0019,5.55859,1.9444,0.49081,0.11996,0.17744,0.18924,0.18924,0.17744,0.11996,0.36707,3,0.48209,0.17,0.05788,0.254,cond,pcvia1,refined-NN rank 8; score 115.82; S21@5/6/8 -27.2534/-3.03745/-4.83833 dB; S11/S22 -5.22504/-4.71969 dB
