freq_ghz,s11_db,s21_db,s12_db,s22_db
19.75,-1.87127,-9.74254,-9.74254,-1.91955
19.8,-1.68997,-10.5121,-10.5121,-1.7305
19.85,-1.53299,-11.2918,-11.2918,-1.56648
19.9,-1.39681,-12.0774,-12.0774,-1.42397
19.95,-1.27833,-12.865,-12.865,-1.29985
20,-1.17488,-13.6516,-13.6516,-1.19141
20.05,-1.08418,-14.4346,-14.4346,-1.09632
20.1,-1.00429,-15.2118,-15.2118,-1.0126
20.15,-0.933612,-15.9817,-15.9817,-0.938583
20.2,-0.870776,-16.7428,-16.7428,-0.872863
20.25,-0.814656,-17.4941,-17.4941,-0.81426
20.3,-0.764306,-18.2349,-18.2349,-0.761785
20.35,-0.718939,-18.9645,-18.9645,-0.714608
20.4,-0.677893,-19.6826,-19.6826,-0.67203
20.45,-0.640614,-20.3889,-20.3889,-0.633464
20.5,-0.606635,-21.0831,-21.0831,-0.598411
20.55,-0.57556,-21.7652,-21.7652,-0.566448
20.6,-0.547053,-22.4353,-22.4353,-0.537217
20.65,-0.520829,-23.0933,-23.0933,-0.510408
20.7,-0.49664,-23.7393,-23.7393,-0.485758
20.75,-0.474275,-24.3735,-24.3735,-0.463039
20.8,-0.453552,-24.996,-24.996,-0.442052
20.85,-0.43431,-25.607,-25.607,-0.422626
20.9,-0.416411,-26.2067,-26.2067,-0.40461
20.95,-0.399732,-26.7952,-26.7952,-0.387873
21,-0.384165,-27.3728,-27.3728,-0.372299
21.05,-0.369615,-27.9398,-27.9398,-0.357785
21.1,-0.355998,-28.4962,-28.4962,-0.344239
21.15,-0.343238,-29.0424,-29.0424,-0.331582
21.2,-0.331267,-29.5786,-29.5786,-0.319739
21.25,-0.320025,-30.1049,-30.1049,-0.308647
21.3,-0.309456,-30.6216,-30.6216,-0.298248
21.35,-0.299512,-31.1289,-31.1289,-0.288488
21.4,-0.290148,-31.627,-31.627,-0.279319
21.45,-0.281323,-32.1161,-32.1161,-0.2707
21.5,-0.273,-32.5964,-32.5964,-0.262591
21.55,-0.265145,-33.0681,-33.0681,-0.254956
21.6,-0.257727,-33.5313,-33.5313,-0.247763
21.65,-0.250718,-33.9864,-33.9864,-0.240982
21.7,-0.244093,-34.4334,-34.4334,-0.234587
21.75,-0.237826,-34.8725,-34.8725,-0.228551
21.8,-0.231896,-35.3039,-35.3039,-0.222853
21.85,-0.226282,-35.7277,-35.7277,-0.21747
21.9,-0.220966,-36.1442,-36.1442,-0.212384
21.95,-0.215931,-36.5535,-36.5535,-0.207577
22,-0.211159,-36.9557,-36.9557,-0.203032
22.05,-0.206637,-37.3509,-37.3509,-0.198734
22.1,-0.202349,-37.7394,-37.7394,-0.194668
22.15,-0.198283,-38.1212,-38.1212,-0.190821
22.2,-0.194428,-38.4966,-38.4966,-0.187181
22.25,-0.190771,-38.8655,-38.8655,-0.183737
22.3,-0.187302,-39.2282,-39.2282,-0.180477
22.35,-0.184011,-39.5848,-39.5848,-0.177392
22.4,-0.180889,-39.9354,-39.9354,-0.174473
22.45,-0.177928,-40.2801,-40.2801,-0.17171
22.5,-0.175119,-40.619,-40.619,-0.169097
22.55,-0.172455,-40.9522,-40.9522,-0.166624
22.6,-0.169928,-41.2799,-41.2799,-0.164285
22.65,-0.167532,-41.6022,-41.6022,-0.162074
22.7,-0.165261,-41.9191,-41.9191,-0.159984
22.75,-0.163108,-42.2308,-42.2308,-0.158009
22.8,-0.161069,-42.5373,-42.5373,-0.156144
22.85,-0.159137,-42.8387,-42.8387,-0.154383
22.9,-0.157308,-43.1352,-43.1352,-0.152722
22.95,-0.155578,-43.4268,-43.4268,-0.151156
23,-0.153942,-43.7137,-43.7137,-0.149681
