candidate,predicted_tx_score,parent,parent_tx_score,min_gap_mm,length_delta_mm,gap_delta_mm,width_delta_mm,params_json,layout_json
tx_band1_mcfil_r10_cnn042_rand36,44.166,tx_band1_mcfil_r9_cnn044_rand38_p2up_graphical,40.749,0.065847,0.100661;0.09077;0.105638;0.098084;0.072251,0.001253;-0.012287;-0.032932;-0.004236;0.007216,-0.017244;-0.010614;-0.002591;-0.000764;-0.00964,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn042_rand36_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn042_rand36_layout.json
tx_band1_mcfil_r10_cnn006_edge_short_center_hold,32.584,tx_band1_mcfil_r9_cnn044_rand38_p2up_graphical,40.749,0.058966,0.087517;0.092861;0.110041;0.097065;0.072055,-0.005628;-0.012542;-0.02126;-0.008948;0.007866,-0.020383;-0.007885;-0.000925;-0.001572;-0.014434,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn006_edge_short_center_hold_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn006_edge_short_center_hold_layout.json
tx_band1_mcfil_r10_cnn038_rand32,29.599,tx_band1_mcfil_r9_cnn044_rand38_p2up_graphical,40.749,0.061955,0.091403;0.091008;0.106905;0.099224;0.07675,-0.002639;-0.007273;-0.032253;-0.016637;0.012621,-0.014303;-0.008463;0.001685;-0.003126;-0.009161,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn038_rand32_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn038_rand32_layout.json
tx_band1_mcfil_r10_cnn031_rand25,27.191,tx_band1_mcfil_r9_cnn044_rand38_p2up_graphical,40.749,0.054793,0.092708;0.093741;0.114952;0.102723;0.073399,-0.009801;-0.018408;-0.028499;-0.016129;0.012079,-0.022306;-0.009832;-7.2e-05;-0.000355;-0.009327,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn031_rand25_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn031_rand25_layout.json
tx_band1_mcfil_r10_cnn029_rand23,25.475,tx_band1_mcfil_r9_cnn044_rand38_p2up_graphical,40.749,0.059495,0.08921;0.089927;0.112372;0.101866;0.080025,-0.005099;-0.018058;-0.029977;-0.011222;0.010386,-0.021785;-0.005732;-0.000822;-0.003004;-0.010862,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn029_rand23_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn029_rand23_layout.json
tx_band1_mcfil_r10_cnn018_rand12,18.162,tx_band1_mcfil_r9_cnn044_rand38_p2up_graphical,40.749,0.063288,0.09287;0.089817;0.111191;0.099542;0.079847,-0.001306;-0.008508;-0.020092;-0.016953;0.010651,-0.014111;-0.009697;-0.003328;-0.000849;-0.009843,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn018_rand12_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn018_rand12_layout.json
tx_band1_mcfil_r10_cnn021_rand15,16.619,tx_band1_mcfil_r9_cnn044_rand38_p2up_graphical,40.749,0.068046,0.086219;0.096926;0.106269;0.093414;0.072452,0.003452;-0.016915;-0.028435;-0.005179;0.007059,-0.016132;-0.008884;-0.000691;-0.001057;-0.008924,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn021_rand15_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn021_rand15_layout.json
tx_band1_mcfil_r10_cnn041_rand35,13.613,tx_band1_mcfil_r9_cnn044_rand38_p2up_graphical,40.749,0.060282,0.097604;0.093945;0.112573;0.101435;0.07873,-0.004312;-0.021123;-0.033178;-0.012437;0.011737,-0.016651;-0.005878;0.000521;-0.003561;-0.007294,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn041_rand35_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round10\tx_band1_mcfil_r10_cnn041_rand35_layout.json
