candidate,cell,status,error_class,failed_step,elapsed_s,run_id,profile_id,pipeline_id,target_profile_id,score_version,notes,project_id,round_id,candidate_id,source,target_profile,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db,margin_s21_5g_db,margin_s21_6g_db,margin_s21_8g_db,margin_passband_min_s21_db,margin_passband_ripple_db,margin_worst_s11_6_8_db,margin_worst_s22_6_8_db,run_dir
pixel_qr16_fr4_210um_r13_01_r8b_pad_r11c05_via,pixel_qr16_fr4_210um_r13_01_r8b_pad_r11c05_via_mm_coords,TUNE,,,28.652,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r13_01_r8b_pad_r11c05_via_home_20260802_064417,home,pixel_qr_bpf_fr4_210um_home_r13_remote_shorted_pad_1to10,fr4_25db_rl6,fr4_i7_score_v1,"R13 remote weak-shorted-pad notch probe; base=pixel_qr16_fr4_210um_r8_11_d0p20_add_r09c04 (R8 best-balanced base); op=pad_r11c05_via; single isolated shorted pad one row below r10c05. Main row8 c04/c11 via pair fixed at 0.2 mm; remote mirrored weak via/pad at 0.105 mm. Objective: find a 5 GHz notch operator weaker than R10/R11 second via but stronger than R12 metal-only perturbations, with S21@6G guarded above about -5.5 dB.",pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r13_01_r8b_pad_r11c05_via,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r13_remote_shorted_pad_1to10\pixel_qr16_fr4_210um_r13_01_r8b_pad_r11c05_via_mm_coords_rfpro.csv,fr4_25db_rl6,-19.43,-8.52,-1.03,-2.13,-14.76,-8.52,7.79,-0.96,-0.95,-5.57,-3.52,2.87,-3.52,-3.79,-5.04,-5.05,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r13_remote_shorted_pad_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r13_01_r8b_pad_r11c05_via_home_20260802_064417
pixel_qr16_fr4_210um_r13_02_r8b_pad_r11c06_via,pixel_qr16_fr4_210um_r13_02_r8b_pad_r11c06_via_mm_coords,TUNE,,,43.942,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r13_02_r8b_pad_r11c06_via_home_20260802_064822,home,pixel_qr_bpf_fr4_210um_home_r13_remote_shorted_pad_1to10,fr4_25db_rl6,fr4_i7_score_v1,"R13 remote weak-shorted-pad notch probe; base=pixel_qr16_fr4_210um_r8_11_d0p20_add_r09c04 (R8 best-balanced base); op=pad_r11c06_via; single isolated inner shorted pad near the center branch. Main row8 c04/c11 via pair fixed at 0.2 mm; remote mirrored weak via/pad at 0.105 mm. Objective: find a 5 GHz notch operator weaker than R10/R11 second via but stronger than R12 metal-only perturbations, with S21@6G guarded above about -5.5 dB.",pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r13_02_r8b_pad_r11c06_via,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r13_remote_shorted_pad_1to10\pixel_qr16_fr4_210um_r13_02_r8b_pad_r11c06_via_mm_coords_rfpro.csv,fr4_25db_rl6,-19.39,-8.57,-1.02,-2.27,-15.15,-8.57,7.84,-0.94,-0.95,-5.61,-3.57,2.73,-3.57,-3.84,-5.06,-5.05,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r13_remote_shorted_pad_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r13_02_r8b_pad_r11c06_via_home_20260802_064822
pixel_qr16_fr4_210um_r13_04_r8b_pad_r12c04_via,pixel_qr16_fr4_210um_r13_04_r8b_pad_r12c04_via_mm_coords,TUNE,,,34.823,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r13_04_r8b_pad_r12c04_via_home_20260802_064528,home,pixel_qr_bpf_fr4_210um_home_r13_remote_shorted_pad_1to10,fr4_25db_rl6,fr4_i7_score_v1,"R13 remote weak-shorted-pad notch probe; base=pixel_qr16_fr4_210um_r8_11_d0p20_add_r09c04 (R8 best-balanced base); op=pad_r12c04_via; far lower outer shorted pad near the lower shoulder. Main row8 c04/c11 via pair fixed at 0.2 mm; remote mirrored weak via/pad at 0.105 mm. Objective: find a 5 GHz notch operator weaker than R10/R11 second via but stronger than R12 metal-only perturbations, with S21@6G guarded above about -5.5 dB.",pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r13_04_r8b_pad_r12c04_via,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r13_remote_shorted_pad_1to10\pixel_qr16_fr4_210um_r13_04_r8b_pad_r12c04_via_mm_coords_rfpro.csv,fr4_25db_rl6,-19.37,-8.46,-1.10,-1.96,-14.73,-8.46,7.73,-0.96,-0.97,-5.63,-3.46,3.04,-3.46,-3.73,-5.04,-5.03,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r13_remote_shorted_pad_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r13_04_r8b_pad_r12c04_via_home_20260802_064528
pixel_qr16_fr4_210um_r13_05_r8b_stub_r11c05_r12c05_via_r12,pixel_qr16_fr4_210um_r13_05_r8b_stub_r11c05_r12c05_via_r12_mm_coords,TUNE,,,41.94,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r13_05_r8b_stub_r11c05_r12c05_via_r12_home_20260802_064446,home,pixel_qr_bpf_fr4_210um_home_r13_remote_shorted_pad_1to10,fr4_25db_rl6,fr4_i7_score_v1,"R13 remote weak-shorted-pad notch probe; base=pixel_qr16_fr4_210um_r8_11_d0p20_add_r09c04 (R8 best-balanced base); op=stub_r11c05_r12c05_via_r12; two-pixel vertical remote shorted stub with the via at the far end. Main row8 c04/c11 via pair fixed at 0.2 mm; remote mirrored weak via/pad at 0.105 mm. Objective: find a 5 GHz notch operator weaker than R10/R11 second via but stronger than R12 metal-only perturbations, with S21@6G guarded above about -5.5 dB.",pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r13_05_r8b_stub_r11c05_r12c05_via_r12,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r13_remote_shorted_pad_1to10\pixel_qr16_fr4_210um_r13_05_r8b_stub_r11c05_r12c05_via_r12_mm_coords_rfpro.csv,fr4_25db_rl6,-19.50,-8.69,-1.07,-1.99,-14.91,-8.69,7.95,-0.92,-0.92,-5.50,-3.69,3.01,-3.69,-3.95,-5.08,-5.08,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r13_remote_shorted_pad_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r13_05_r8b_stub_r11c05_r12c05_via_r12_home_20260802_064446
pixel_qr16_fr4_210um_r13_10_r9h_pad_r11c06_via,pixel_qr16_fr4_210um_r13_10_r9h_pad_r11c06_via_mm_coords,TUNE,,,36.933,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r13_10_r9h_pad_r11c06_via_home_20260802_064745,home,pixel_qr_bpf_fr4_210um_home_r13_remote_shorted_pad_1to10,fr4_25db_rl6,fr4_i7_score_v1,"R13 remote weak-shorted-pad notch probe; base=pixel_qr16_fr4_210um_r9_04_fw0p36_ol0p47 (R9 high-side stopband base); op=pad_r11c06_via; single isolated inner shorted pad near the center branch. Main row8 c04/c11 via pair fixed at 0.2 mm; remote mirrored weak via/pad at 0.105 mm. Objective: find a 5 GHz notch operator weaker than R10/R11 second via but stronger than R12 metal-only perturbations, with S21@6G guarded above about -5.5 dB.",pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r13_10_r9h_pad_r11c06_via,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r13_remote_shorted_pad_1to10\pixel_qr16_fr4_210um_r13_10_r9h_pad_r11c06_via_mm_coords_rfpro.csv,fr4_25db_rl6,-19.58,-8.75,-1.07,-2.30,-15.38,-8.75,8.00,-0.92,-0.90,-5.42,-3.75,2.70,-3.75,-4.00,-5.08,-5.10,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r13_remote_shorted_pad_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r13_10_r9h_pad_r11c06_via_home_20260802_064745
pixel_qr16_fr4_210um_r13_15_r9h_shift_r10c05_to_r11c05_via,pixel_qr16_fr4_210um_r13_15_r9h_shift_r10c05_to_r11c05_via_mm_coords,TUNE,,,31.069,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r13_15_r9h_shift_r10c05_to_r11c05_via_home_20260802_064346,home,pixel_qr_bpf_fr4_210um_home_r13_remote_shorted_pad_1to10,fr4_25db_rl6,fr4_i7_score_v1,"R13 remote weak-shorted-pad notch probe; base=pixel_qr16_fr4_210um_r9_04_fw0p36_ol0p47 (R9 high-side stopband base); op=shift_r10c05_to_r11c05_via; move the harmful R10 r10c05 shorted pad one row farther away. Main row8 c04/c11 via pair fixed at 0.2 mm; remote mirrored weak via/pad at 0.105 mm. Objective: find a 5 GHz notch operator weaker than R10/R11 second via but stronger than R12 metal-only perturbations, with S21@6G guarded above about -5.5 dB.",pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r13_15_r9h_shift_r10c05_to_r11c05_via,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r13_remote_shorted_pad_1to10\pixel_qr16_fr4_210um_r13_15_r9h_shift_r10c05_to_r11c05_via_mm_coords_rfpro.csv,fr4_25db_rl6,-19.57,-8.68,-1.11,-2.12,-15.13,-8.68,7.93,-0.92,-0.92,-5.43,-3.68,2.88,-3.68,-3.93,-5.08,-5.08,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r13_remote_shorted_pad_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r13_15_r9h_shift_r10c05_to_r11c05_via_home_20260802_064346
