candidate,cell,notes,source,target_profile,status,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db
folded_sir_l3_r0_base,folded_sir_l3_r0_base_mm_coords,article/photo-scale FR4 L3 baseline; 50ohm feed is moved outward and connected by a narrow manufacturable taper tip; narrow branches use independent square via pads,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round0\folded_sir_l3_r0_base_mm_coords_rfpro.csv,fr4_25db,TUNE,-7.90,-2.03,-21.92,-25.87,-26.07,-67.28,66.03,-0.35,-0.35
folded_sir_l3_r0_t1_080,folded_sir_l3_r0_t1_080_mm_coords,shorter feed taper variant; compare port match and external coupling while keeping only local taper overlap,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round0\folded_sir_l3_r0_t1_080_mm_coords_rfpro.csv,fr4_25db,TUNE,-6.93,-2.27,-21.94,-25.39,-26.07,-60.69,59.16,-0.39,-0.39
folded_sir_l3_r0_s1_020,folded_sir_l3_r0_s1_020_mm_coords,stronger coupling between purple U resonators and orange folded line by reducing S1; 50ohm feed uses local narrow taper overlap,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round0\folded_sir_l3_r0_s1_020_mm_coords_rfpro.csv,fr4_25db,TUNE,-7.34,-2.38,-16.52,-30.00,-28.68,-48.03,46.68,-0.38,-0.34
folded_sir_l3_r0_d1_010,folded_sir_l3_r0_d1_010_mm_coords,move purple U via pad 0.10 mm inward from end-compensated location; check mode split and high-side zero; 50ohm feed uses local narrow taper overlap,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round0\folded_sir_l3_r0_d1_010_mm_coords_rfpro.csv,fr4_25db,TUNE,-7.65,-2.18,-18.33,-26.67,-26.73,-54.69,53.44,-0.38,-0.34
