run_id,project_id,round_id,candidate_id,profile_id,target_profile_id,score_version,error_class,failed_step,elapsed_s,source,target_profile,status,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db,margin_s21_5g_db,margin_s21_6g_db,margin_s21_8g_db,margin_passband_min_s21_db,margin_passband_ripple_db,margin_worst_s11_6_8_db,margin_worst_s22_6_8_db
bfp_6_8g_i7_fr4_round7_i7_fr4_r7_bo01_company_20260801_104927,bfp_6_8g_i7_fr4,round7,i7_fr4_r7_bo01,company,fr4_25db_rl6,fr4_i7_score_v1,,,168.078,E:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round7\i7_fr4_r7_bo01_mm_coords_rfpro.csv,fr4_25db_rl6,TUNE,-25.65,-3.72,-3.35,-5.65,-43.89,-5.65,3.78,-3.87,-3.52,0.65,1.28,-0.65,-0.65,0.22,-2.13,-2.48
