candidate,cell,status,error_class,failed_step,elapsed_s,run_id,profile_id,pipeline_id,target_profile_id,score_version,notes,project_id,round_id,candidate_id,source,target_profile,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db,margin_s21_5g_db,margin_s21_6g_db,margin_s21_8g_db,margin_passband_min_s21_db,margin_passband_ripple_db,margin_worst_s11_6_8_db,margin_worst_s22_6_8_db,run_dir
pixel_qr16_fr4_210um_r16_02_r8d22v_d0p215_fw0p34_ol0p50,pixel_qr16_fr4_210um_r16_02_r8d22v_d0p215_fw0p34_ol0p50_mm_coords,TUNE,,,35.066,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r16_02_r8d22v_d0p215_fw0p34_ol0p50_home_20260802_072859,home,pixel_qr_bpf_fr4_210um_home_r16_d0p22_continuous_tune_1to10,fr4_25db_rl6,fr4_i7_score_v1,R16 d0.22-family continuous geometry tune; base=pixel_qr16_fr4_210um_r15_05_r8d22v_keep_basefeed (R8/R15 vertical lower shoulder; best 6-8G balance); geom=d0p215_fw0p34_ol0p50; weaker feed plus slightly smaller via. Mask topology is fixed; only via diameter/feed width/coupling overlap change. S21 remains the ranking feedback; S11/S22 remain low-weight auxiliary training targets.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r16_02_r8d22v_d0p215_fw0p34_ol0p50,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r16_d0p22_continuous_tune_1to10\pixel_qr16_fr4_210um_r16_02_r8d22v_d0p215_fw0p34_ol0p50_mm_coords_rfpro.csv,fr4_25db_rl6,-17.13,-4.90,-2.20,-1.70,-16.49,-4.90,4.14,-2.33,-2.34,-7.87,0.10,3.30,0.10,-0.14,-3.67,-3.66,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r16_d0p22_continuous_tune_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r16_02_r8d22v_d0p215_fw0p34_ol0p50_home_20260802_072859
pixel_qr16_fr4_210um_r16_04_r8d22v_d0p225_fw0p36_ol0p50,pixel_qr16_fr4_210um_r16_04_r8d22v_d0p225_fw0p36_ol0p50_mm_coords,TUNE,,,38.127,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r16_04_r8d22v_d0p225_fw0p36_ol0p50_home_20260802_072934,home,pixel_qr_bpf_fr4_210um_home_r16_d0p22_continuous_tune_1to10,fr4_25db_rl6,fr4_i7_score_v1,R16 d0.22-family continuous geometry tune; base=pixel_qr16_fr4_210um_r15_05_r8d22v_keep_basefeed (R8/R15 vertical lower shoulder; best 6-8G balance); geom=d0p225_fw0p36_ol0p50; slightly stronger main via. Mask topology is fixed; only via diameter/feed width/coupling overlap change. S21 remains the ranking feedback; S11/S22 remain low-weight auxiliary training targets.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r16_04_r8d22v_d0p225_fw0p36_ol0p50,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r16_d0p22_continuous_tune_1to10\pixel_qr16_fr4_210um_r16_04_r8d22v_d0p225_fw0p36_ol0p50_mm_coords_rfpro.csv,fr4_25db_rl6,-17.14,-4.87,-2.09,-1.88,-16.60,-4.87,4.12,-2.36,-2.35,-7.86,0.13,3.12,0.13,-0.12,-3.64,-3.65,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r16_d0p22_continuous_tune_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r16_04_r8d22v_d0p225_fw0p36_ol0p50_home_20260802_072934
pixel_qr16_fr4_210um_r16_05_r8d22v_d0p225_fw0p36_ol0p53,pixel_qr16_fr4_210um_r16_05_r8d22v_d0p225_fw0p36_ol0p53_mm_coords,TUNE,,,36.687,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r16_05_r8d22v_d0p225_fw0p36_ol0p53_home_20260802_073013,home,pixel_qr_bpf_fr4_210um_home_r16_d0p22_continuous_tune_1to10,fr4_25db_rl6,fr4_i7_score_v1,R16 d0.22-family continuous geometry tune; base=pixel_qr16_fr4_210um_r15_05_r8d22v_keep_basefeed (R8/R15 vertical lower shoulder; best 6-8G balance); geom=d0p225_fw0p36_ol0p53; stronger via plus larger overlap recovery. Mask topology is fixed; only via diameter/feed width/coupling overlap change. S21 remains the ranking feedback; S11/S22 remain low-weight auxiliary training targets.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r16_05_r8d22v_d0p225_fw0p36_ol0p53,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r16_d0p22_continuous_tune_1to10\pixel_qr16_fr4_210um_r16_05_r8d22v_d0p225_fw0p36_ol0p53_mm_coords_rfpro.csv,fr4_25db_rl6,-17.37,-5.14,-2.10,-1.84,-16.67,-5.14,4.38,-2.19,-2.19,-7.63,-0.14,3.16,-0.14,-0.38,-3.81,-3.81,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r16_d0p22_continuous_tune_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r16_05_r8d22v_d0p225_fw0p36_ol0p53_home_20260802_073013
pixel_qr16_fr4_210um_r16_08_r8d22v_d0p230_fw0p38_ol0p50,pixel_qr16_fr4_210um_r16_08_r8d22v_d0p230_fw0p38_ol0p50_mm_coords,TUNE,,,34.111,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r16_08_r8d22v_d0p230_fw0p38_ol0p50_home_20260802_073050,home,pixel_qr_bpf_fr4_210um_home_r16_d0p22_continuous_tune_1to10,fr4_25db_rl6,fr4_i7_score_v1,R16 d0.22-family continuous geometry tune; base=pixel_qr16_fr4_210um_r15_05_r8d22v_keep_basefeed (R8/R15 vertical lower shoulder; best 6-8G balance); geom=d0p230_fw0p38_ol0p50; stronger via with wider feed recovery. Mask topology is fixed; only via diameter/feed width/coupling overlap change. S21 remains the ranking feedback; S11/S22 remain low-weight auxiliary training targets.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r16_08_r8d22v_d0p230_fw0p38_ol0p50,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r16_d0p22_continuous_tune_1to10\pixel_qr16_fr4_210um_r16_08_r8d22v_d0p230_fw0p38_ol0p50_mm_coords_rfpro.csv,fr4_25db_rl6,-17.07,-4.90,-1.86,-1.80,-16.01,-4.90,4.18,-2.32,-2.33,-7.93,0.10,3.20,0.10,-0.18,-3.68,-3.67,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r16_d0p22_continuous_tune_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r16_08_r8d22v_d0p230_fw0p38_ol0p50_home_20260802_073050
pixel_qr16_fr4_210um_r16_13_r7d22a_d0p225_fw0p36_ol0p53,pixel_qr16_fr4_210um_r16_13_r7d22a_d0p225_fw0p36_ol0p53_mm_coords,TUNE,,,31.433,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r16_13_r7d22a_d0p225_fw0p36_ol0p53_home_20260802_073124,home,pixel_qr_bpf_fr4_210um_home_r16_d0p22_continuous_tune_1to10,fr4_25db_rl6,fr4_i7_score_v1,R16 d0.22-family continuous geometry tune; base=pixel_qr16_fr4_210um_r15_01_r7d22a_keep_basefeed (R7/R15 single lower shoulder; slightly deeper 5G baseline); geom=d0p225_fw0p36_ol0p53; stronger via plus larger overlap recovery. Mask topology is fixed; only via diameter/feed width/coupling overlap change. S21 remains the ranking feedback; S11/S22 remain low-weight auxiliary training targets.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r16_13_r7d22a_d0p225_fw0p36_ol0p53,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r16_d0p22_continuous_tune_1to10\pixel_qr16_fr4_210um_r16_13_r7d22a_d0p225_fw0p36_ol0p53_mm_coords_rfpro.csv,fr4_25db_rl6,-17.18,-4.94,-2.00,-1.88,-16.52,-4.94,4.20,-2.31,-2.31,-7.82,0.06,3.12,0.06,-0.20,-3.69,-3.69,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r16_d0p22_continuous_tune_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r16_13_r7d22a_d0p225_fw0p36_ol0p53_home_20260802_073124
pixel_qr16_fr4_210um_r16_15_r7d22a_d0p230_fw0p36_ol0p50,pixel_qr16_fr4_210um_r16_15_r7d22a_d0p230_fw0p36_ol0p50_mm_coords,TUNE,,,43.041,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r16_15_r7d22a_d0p230_fw0p36_ol0p50_home_20260802_073156,home,pixel_qr_bpf_fr4_210um_home_r16_d0p22_continuous_tune_1to10,fr4_25db_rl6,fr4_i7_score_v1,"R16 d0.22-family continuous geometry tune; base=pixel_qr16_fr4_210um_r15_01_r7d22a_keep_basefeed (R7/R15 single lower shoulder; slightly deeper 5G baseline); geom=d0p230_fw0p36_ol0p50; stronger notch via, same compensation feed. Mask topology is fixed; only via diameter/feed width/coupling overlap change. S21 remains the ranking feedback; S11/S22 remain low-weight auxiliary training targets.",pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r16_15_r7d22a_d0p230_fw0p36_ol0p50,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r16_d0p22_continuous_tune_1to10\pixel_qr16_fr4_210um_r16_15_r7d22a_d0p230_fw0p36_ol0p50_mm_coords_rfpro.csv,fr4_25db_rl6,-17.33,-5.16,-2.08,-1.68,-16.31,-5.16,4.41,-2.16,-2.18,-7.67,-0.16,3.32,-0.16,-0.41,-3.84,-3.82,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r16_d0p22_continuous_tune_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r16_15_r7d22a_d0p230_fw0p36_ol0p50_home_20260802_073156
