freq_ghz,s11_db,s21_db,s12_db,s22_db
14,-0.292824,-45.0047,-45.0047,-0.288752
14.05,-0.29829,-44.86,-44.86,-0.291119
14.1,-0.303919,-44.7117,-44.7117,-0.293521
14.15,-0.309718,-44.5594,-44.5594,-0.295958
14.2,-0.315695,-44.4032,-44.4032,-0.298431
14.25,-0.321856,-44.2429,-44.2429,-0.300942
14.3,-0.328212,-44.0782,-44.0782,-0.303493
14.35,-0.33477,-43.9091,-43.9091,-0.306084
14.4,-0.341541,-43.7354,-43.7354,-0.308718
14.45,-0.348534,-43.5569,-43.5569,-0.311396
14.5,-0.35576,-43.3735,-43.3735,-0.31412
14.55,-0.363231,-43.1849,-43.1849,-0.316893
14.6,-0.370959,-42.9911,-42.9911,-0.319715
14.65,-0.378956,-42.7917,-42.7917,-0.322591
14.7,-0.387236,-42.5867,-42.5867,-0.325521
14.75,-0.395815,-42.3758,-42.3758,-0.32851
14.8,-0.404707,-42.1588,-42.1588,-0.331559
14.85,-0.413931,-41.9356,-41.9356,-0.334672
14.9,-0.423503,-41.706,-41.706,-0.337853
14.95,-0.433443,-41.4696,-41.4696,-0.341104
15,-0.443773,-41.2265,-41.2265,-0.34443
15.05,-0.454514,-40.9762,-40.9762,-0.347834
15.1,-0.46569,-40.7186,-40.7186,-0.351322
15.15,-0.477328,-40.4536,-40.4536,-0.354899
15.2,-0.489455,-40.1809,-40.1809,-0.358568
15.25,-0.502102,-39.9002,-39.9002,-0.362337
15.3,-0.515301,-39.6114,-39.6114,-0.366211
15.35,-0.529088,-39.3143,-39.3143,-0.370198
15.4,-0.543501,-39.0085,-39.0085,-0.374303
15.45,-0.558582,-38.694,-38.694,-0.378536
15.5,-0.574377,-38.3705,-38.3705,-0.382905
15.55,-0.590935,-38.0377,-38.0377,-0.38742
15.6,-0.608311,-37.6955,-37.6955,-0.39209
15.65,-0.626563,-37.3435,-37.3435,-0.396927
15.7,-0.645758,-36.9817,-36.9817,-0.401944
15.75,-0.665967,-36.6097,-36.6097,-0.407155
15.8,-0.687269,-36.2273,-36.2273,-0.412575
15.85,-0.709751,-35.8343,-35.8343,-0.41822
15.9,-0.733509,-35.4305,-35.4305,-0.424109
15.95,-0.758651,-35.0155,-35.0155,-0.430263
16,-0.785295,-34.5892,-34.5892,-0.436705
16.05,-0.813574,-34.1513,-34.1513,-0.443461
16.1,-0.843637,-33.7015,-33.7015,-0.450559
16.15,-0.875649,-33.2396,-33.2396,-0.458033
16.2,-0.909799,-32.7652,-32.7652,-0.465918
16.25,-0.946296,-32.2781,-32.2781,-0.474257
16.3,-0.985381,-31.778,-31.778,-0.483095
16.35,-1.02732,-31.2645,-31.2645,-0.492486
16.4,-1.07244,-30.7373,-30.7373,-0.502491
16.45,-1.12107,-30.1961,-30.1961,-0.51318
16.5,-1.17364,-29.6406,-29.6406,-0.524632
16.55,-1.23061,-29.0702,-29.0702,-0.536939
16.6,-1.29253,-28.4847,-28.4847,-0.550207
16.65,-1.36003,-27.8837,-27.8837,-0.564562
16.7,-1.43387,-27.2667,-27.2667,-0.580147
16.75,-1.51491,-26.6333,-26.6333,-0.597131
16.8,-1.60421,-25.983,-25.983,-0.615712
16.85,-1.703,-25.3156,-25.3156,-0.636124
16.9,-1.81276,-24.6304,-24.6304,-0.658645
16.95,-1.93529,-23.9273,-23.9273,-0.683601
17,-2.07276,-23.2057,-23.2057,-0.711382
17.05,-2.22784,-22.4656,-22.4656,-0.742453
17.1,-2.40379,-21.7066,-21.7066,-0.777367
17.15,-2.60471,-20.929,-20.929,-0.816782
17.2,-2.83567,-20.1329,-20.1329,-0.86148
17.25,-3.10313,-19.319,-19.319,-0.912381
17.3,-3.4153,-18.4882,-18.4882,-0.970563
17.35,-3.78272,-17.6422,-17.6422,-1.03726
17.4,-4.21914,-16.7834,-16.7834,-1.11384
17.45,-4.74262,-15.9154,-15.9154,-1.20179
17.5,-5.37729,-15.0426,-15.0426,-1.30253
17.55,-6.15584,-14.1715,-14.1715,-1.41729
17.6,-7.12365,-13.3098,-13.3098,-1.5467
17.65,-8.34546,-12.4674,-12.4674,-1.69036
17.7,-9.9172,-11.6556,-11.6556,-1.84618
17.75,-11.9866,-10.8868,-10.8868,-2.00985
17.8,-14.7761,-10.1733,-10.1733,-2.1745
17.85,-18.4276,-9.52624,-9.52624,-2.33121
17.9,-21.0216,-8.9535,-8.9535,-2.47035
17.95,-18.5835,-8.4586,-8.4586,-2.58378
18,-15.1451,-8.04001,-8.04001,-2.66705
18.05,-12.5793,-7.69145,-7.69145,-2.72051
18.1,-10.7423,-7.40306,-7.40306,-2.74891
18.15,-9.41528,-7.16298,-7.16298,-2.75973
18.2,-8.45401,-6.95894,-6.95894,-2.76129
18.25,-7.76557,-6.77949,-6.77949,-2.76126
18.3,-7.2882,-6.61475,-6.61475,-2.76593
18.35,-6.97979,-6.45679,-6.45679,-2.78001
18.4,-6.81135,-6.29963,-6.29963,-2.80684
18.45,-6.76311,-6.13918,-6.13918,-2.84866
18.5,-6.82201,-5.97298,-5.97298,-2.90687
18.55,-6.98002,-5.80008,-5.80008,-2.98221
18.6,-7.23278,-5.62086,-5.62086,-3.07473
18.65,-7.57837,-5.4369,-5.4369,-3.18373
18.7,-8.01554,-5.25099,-5.25099,-3.30743
18.75,-8.54088,-5.0671,-5.0671,-3.44251
18.8,-9.14353,-4.89038,-4.89038,-3.58347
18.85,-9.79556,-4.72728,-4.72728,-3.72193
18.9,-10.4367,-4.58547,-4.58547,-3.84602
18.95,-10.9578,-4.47383,-4.47383,-3.94037
19,-11.207,-4.40222,-4.40222,-3.98726
19.05,-11.0519,-4.38101,-4.38101,-3.96958
19.1,-10.4765,-4.4204,-4.4204,-3.87516
19.15,-9.59973,-4.52949,-4.52949,-3.70127
19.2,-8.58752,-4.71528,-4.71528,-3.45676
19.25,-7.57118,-4.98171,-4.98171,-3.1603
19.3,-6.62656,-5.3291,-5.3291,-2.83557
19.35,-5.78705,-5.75411,-5.75411,-2.50571
19.4,-5.06067,-6.25021,-6.25021,-2.18934
19.45,-4.44214,-6.80861,-6.80861,-1.89889
19.5,-3.92009,-7.41928,-7.41928,-1.64094
19.55,-3.48109,-8.07192,-8.07192,-1.41745
19.6,-3.11183,-8.75668,-8.75668,-1.22732
19.65,-2.80022,-9.46471,-9.46471,-1.06769
19.7,-2.53582,-10.1883,-10.1883,-0.934915
19.75,-2.30991,-10.921,-10.921,-0.825176
19.8,-2.11536,-11.6575,-11.6575,-0.734852
19.85,-1.94642,-12.3936,-12.3936,-0.660697
19.9,-1.79852,-13.1259,-13.1259,-0.599899
19.95,-1.66801,-13.8519,-13.8519,-0.550079
