candidate,cell,status,error_class,failed_step,elapsed_s,run_id,profile_id,pipeline_id,target_profile_id,score_version,notes,project_id,round_id,candidate_id,source,target_profile,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db,margin_s21_5g_db,margin_s21_6g_db,margin_s21_8g_db,margin_passband_min_s21_db,margin_passband_ripple_db,margin_worst_s11_6_8_db,margin_worst_s22_6_8_db,run_dir
i7_fr4_r13_retest_base_l555_taper,i7_fr4_r13_retest_base_l555_taper_mm_coords,TUNE,,,106.605,bfp_6_8g_i7_fr4_round13_i7_fr4_r13_retest_base_l555_taper_home_simads_em_parallel_20260802_141512,home_simads_em_parallel,bfp_6_8g_i7_fr4_home_parallel_round13_retest_4to10_40,fr4_25db_rl6,fr4_i7_score_v1,round13 current-template retest of legacy baseline i7_fr4_r1_l555_taper/r3_base,bfp_6_8g_i7_fr4,round13,i7_fr4_r13_retest_base_l555_taper,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round13_retest_4to10_40\i7_fr4_r13_retest_base_l555_taper_mm_coords_rfpro.csv,fr4_25db_rl6,-26.98,-2.51,-3.06,-4.60,-55.59,-4.60,3.07,-4.26,-4.20,1.98,2.49,0.40,0.40,0.93,-1.74,-1.80,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round13_retest_4to10_40\runs\bfp_6_8g_i7_fr4_round13_i7_fr4_r13_retest_base_l555_taper_home_simads_em_parallel_20260802_141512
