candidate,source
tx_band1_mcfil_r56_cnn018_rand09_hfss,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r56_cnn018_rand09_p2up_graphical_bb_14_23g\tx_band1_mcfil_r56_cnn018_rand09_hfss_trace.csv
