candidate,source
home_gap1p5_novia_l2l3_l4,projects\hfss_sma_connector\simulations\single_end_connector_50r_30mm\results\home_gap1p5_novia_l2l3_l4\home_gap1p5_novia_l2l3_l4_trace.csv
