source,target_profile,status,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db
D:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\fr4_stub_bpf_l3_25db_n6_round4\ssb_l3_25_n6_len109_stubp15_w1070_viafix_mm_coords_rfpro.csv,fr4_25db,TUNE,-24.62,-1.67,-1.08,-1.02,-1.61,-2.56,1.63,-5.35,-5.36
