freq_ghz,s11_db,s21_db,s12_db,s22_db
14,-0.310148,-45.4273,-45.4273,-0.302953
14.05,-0.316418,-45.2226,-45.2226,-0.30909
14.1,-0.322895,-45.0123,-45.0123,-0.315432
14.15,-0.32959,-44.796,-44.796,-0.32199
14.2,-0.336514,-44.5735,-44.5735,-0.328775
14.25,-0.343679,-44.3445,-44.3445,-0.335799
14.3,-0.351097,-44.1087,-44.1087,-0.343074
14.35,-0.358781,-43.8658,-43.8658,-0.350613
14.4,-0.366745,-43.6155,-43.6155,-0.358431
14.45,-0.375006,-43.3576,-43.3576,-0.366544
14.5,-0.383579,-43.0915,-43.0915,-0.374967
14.55,-0.392482,-42.8171,-42.8171,-0.383719
14.6,-0.401733,-42.5339,-42.5339,-0.392819
14.65,-0.411355,-42.2417,-42.2417,-0.402288
14.7,-0.421367,-41.94,-41.94,-0.412147
14.75,-0.431795,-41.6285,-41.6285,-0.422421
14.8,-0.442664,-41.3069,-41.3069,-0.433136
14.85,-0.454001,-40.9747,-40.9747,-0.444321
14.9,-0.465837,-40.6317,-40.6317,-0.456005
14.95,-0.478205,-40.2774,-40.2774,-0.468223
15,-0.491141,-39.9116,-39.9116,-0.48101
15.05,-0.504683,-39.5338,-39.5338,-0.494407
15.1,-0.518874,-39.1437,-39.1437,-0.508457
15.15,-0.533761,-38.7409,-38.7409,-0.523208
15.2,-0.549394,-38.3252,-38.3252,-0.538711
15.25,-0.56583,-37.8961,-37.8961,-0.555024
15.3,-0.58313,-37.4534,-37.4534,-0.572211
15.35,-0.601363,-36.9968,-36.9968,-0.590342
15.4,-0.620604,-36.5258,-36.5258,-0.609493
15.45,-0.640937,-36.0403,-36.0403,-0.629752
15.5,-0.662454,-35.5399,-35.5399,-0.651214
15.55,-0.685259,-35.0243,-35.0243,-0.673985
15.6,-0.709468,-34.4933,-34.4933,-0.698187
15.65,-0.735211,-33.9465,-33.9465,-0.723952
15.7,-0.762635,-33.3838,-33.3838,-0.751433
15.75,-0.791903,-32.8047,-32.8047,-0.780801
15.8,-0.823204,-32.2091,-32.2091,-0.81225
15.85,-0.856748,-31.5967,-31.5967,-0.846001
15.9,-0.892778,-30.9671,-30.9671,-0.882305
15.95,-0.931571,-30.3202,-30.3202,-0.921452
16,-0.973446,-29.6555,-29.6555,-0.963775
16.05,-1.01877,-28.9729,-28.9729,-1.00966
16.1,-1.06797,-28.2721,-28.2721,-1.05955
16.15,-1.12154,-27.5527,-27.5527,-1.11397
16.2,-1.18006,-26.8145,-26.8145,-1.17353
16.25,-1.24422,-26.0572,-26.0572,-1.23894
16.3,-1.31482,-25.2806,-25.2806,-1.31106
16.35,-1.39281,-24.4845,-24.4845,-1.39091
16.4,-1.47934,-23.6688,-23.6688,-1.47967
16.45,-1.57578,-22.8334,-22.8334,-1.57882
16.5,-1.68377,-21.9783,-21.9783,-1.69009
16.55,-1.80529,-21.1038,-21.1038,-1.81561
16.6,-1.94276,-20.2103,-20.2103,-1.95795
16.65,-2.09912,-19.2986,-19.2986,-2.12026
16.7,-2.27792,-18.3699,-18.3699,-2.3064
16.75,-2.48353,-17.4258,-17.4258,-2.52105
16.8,-2.7212,-16.4688,-16.4688,-2.76997
16.85,-2.99729,-15.5021,-15.5021,-3.06014
16.9,-3.31938,-14.5301,-14.5301,-3.39996
16.95,-3.69627,-13.5584,-13.5584,-3.79936
17,-4.13789,-12.5941,-12.5941,-4.26979
17.05,-4.65478,-11.6458,-11.6458,-4.82377
17.1,-5.25698,-10.7236,-10.7236,-5.47399
17.15,-5.95185,-9.83844,-9.83844,-6.23107
17.2,-6.74053,-9.00179,-9.00179,-7.09977
17.25,-7.61239,-8.22424,-8.22424,-8.07232
17.3,-8.53826,-7.51439,-7.51439,-9.11872
17.35,-9.46469,-6.87765,-6.87765,-10.1757
17.4,-10.3162,-6.3155,-6.3155,-11.1434
17.45,-11.0144,-5.82536,-5.82536,-11.9074
17.5,-11.5115,-5.40128,-5.40128,-12.3929
17.55,-11.8169,-5.035,-5.035,-12.613
17.6,-11.9898,-4.71725,-4.71725,-12.6573
17.65,-12.1085,-4.43894,-4.43894,-12.6364
17.7,-12.2427,-4.19192,-4.19192,-12.6395
17.75,-12.4437,-3.96944,-3.96944,-12.7245
17.8,-12.7464,-3.76635,-3.76635,-12.9255
17.85,-13.1751,-3.57899,-3.57899,-13.2629
17.9,-13.7493,-3.40499,-3.40499,-13.7507
17.95,-14.4877,-3.24303,-3.24303,-14.4014
18,-15.4112,-3.09259,-3.09259,-15.2275
18.05,-16.5431,-2.95365,-2.95365,-16.2406
18.1,-17.9049,-2.82652,-2.82652,-17.4444
18.15,-19.4961,-2.7116,-2.7116,-18.8126
18.2,-21.2232,-2.60931,-2.60931,-20.2316
18.25,-22.7219,-2.51999,-2.51999,-21.3984
18.3,-23.2493,-2.44379,-2.44379,-21.8204
18.35,-22.4117,-2.38077,-2.38077,-21.2423
18.4,-20.7968,-2.33084,-2.33084,-19.9877
18.45,-19.0644,-2.29387,-2.29387,-18.5249
18.5,-17.4773,-2.26974,-2.26974,-17.1098
18.55,-16.0837,-2.25844,-2.25844,-15.8259
18.6,-14.8652,-2.26012,-2.26012,-14.6817
18.65,-13.7898,-2.27524,-2.27524,-13.661
18.7,-12.8268,-2.30458,-2.30458,-12.7419
18.75,-11.9498,-2.34938,-2.34938,-11.903
18.8,-11.1377,-2.41136,-2.41136,-11.1254
18.85,-10.3738,-2.49279,-2.49279,-10.3935
18.9,-9.64536,-2.59654,-2.59654,-9.69486
18.95,-8.94368,-2.72606,-2.72606,-9.02035
19,-8.26336,-2.88533,-2.88533,-8.36394
19.05,-7.60215,-3.07877,-3.07877,-7.72269
19.1,-6.96045,-3.31105,-3.31105,-7.09649
19.15,-6.3408,-3.5868,-3.5868,-6.48758
19.2,-5.7472,-3.91028,-3.91028,-5.89999
19.25,-5.18434,-4.28496,-4.28496,-5.33872
19.3,-4.65687,-4.71318,-4.71318,-4.80896
19.35,-4.1687,-5.19577,-5.19577,-4.31533
19.4,-3.72255,-5.73191,-5.73191,-3.86129
19.45,-3.31965,-6.31915,-6.31915,-3.44883
19.5,-2.95973,-6.95353,-6.95353,-3.07831
19.55,-2.64118,-7.62996,-7.62996,-2.74869
19.6,-2.36133,-8.34258,-8.34258,-2.45776
19.65,-2.11684,-9.0852,-9.0852,-2.2025
19.7,-1.90403,-9.85164,-9.85164,-1.97945
19.75,-1.71912,-10.636,-10.636,-1.78498
19.8,-1.5585,-11.433,-11.433,-1.61558
19.85,-1.41881,-12.2377,-12.2377,-1.4679
19.9,-1.29706,-13.0462,-13.0462,-1.33896
19.95,-1.1906,-13.8547,-13.8547,-1.22608
20,-1.09718,-14.6605,-14.6605,-1.12695
20.05,-1.01486,-15.4611,-15.4611,-1.03959
20.1,-0.94199,-16.2546,-16.2546,-0.962289
20.15,-0.877205,-17.0395,-17.0395,-0.893623
20.2,-0.81935,-17.8146,-17.8146,-0.832382
20.25,-0.767459,-18.5789,-18.5789,-0.777544
20.3,-0.720723,-19.3318,-19.3318,-0.728253
20.35,-0.678463,-20.0728,-20.0728,-0.683782
20.4,-0.640108,-20.8015,-20.8015,-0.643521
20.45,-0.605177,-21.5178,-21.5178,-0.60695
20.5,-0.573261,-22.2214,-22.2214,-0.573629
20.55,-0.544012,-22.9125,-22.9125,-0.543179
20.6,-0.517134,-23.5909,-23.5909,-0.515279
20.65,-0.492372,-24.2568,-24.2568,-0.489651
20.7,-0.469505,-24.9104,-24.9104,-0.466055
20.75,-0.448343,-25.5517,-25.5517,-0.444282
20.8,-0.428721,-26.1809,-26.1809,-0.424152
20.85,-0.410492,-26.7983,-26.7983,-0.405506
20.9,-0.39353,-27.4041,-27.4041,-0.388204
20.95,-0.377722,-27.9984,-27.9984,-0.372124
21,-0.362967,-28.5816,-28.5816,-0.357157
21.05,-0.349179,-29.1537,-29.1537,-0.343207
21.1,-0.336277,-29.7152,-29.7152,-0.330188
21.15,-0.324191,-30.2661,-30.2661,-0.318023
21.2,-0.312858,-30.8067,-30.8067,-0.306643
21.25,-0.302219,-31.3373,-31.3373,-0.295987
21.3,-0.292224,-31.8581,-31.8581,-0.285999
21.35,-0.282825,-32.3692,-32.3692,-0.276629
21.4,-0.27398,-32.871,-32.871,-0.267831
21.45,-0.265651,-33.3636,-33.3636,-0.259563
21.5,-0.257801,-33.8472,-33.8472,-0.251788
21.55,-0.250399,-34.322,-34.322,-0.244472
21.6,-0.243415,-34.7883,-34.7883,-0.237583
21.65,-0.236822,-35.2462,-35.2462,-0.231094
21.7,-0.230594,-35.6958,-35.6958,-0.224976
21.75,-0.22471,-36.1375,-36.1375,-0.219207
21.8,-0.219147,-36.5712,-36.5712,-0.213763
21.85,-0.213887,-36.9974,-36.9974,-0.208626
21.9,-0.20891,-37.4159,-37.4159,-0.203774
21.95,-0.204201,-37.8272,-37.8272,-0.199193
22,-0.199743,-38.2312,-38.2312,-0.194864
22.05,-0.195523,-38.6282,-38.6282,-0.190773
22.1,-0.191526,-39.0183,-39.0183,-0.186907
22.15,-0.187741,-39.4016,-39.4016,-0.183252
22.2,-0.184155,-39.7782,-39.7782,-0.179796
22.25,-0.180758,-40.1484,-40.1484,-0.176529
22.3,-0.17754,-40.5122,-40.5122,-0.17344
22.35,-0.174492,-40.8698,-40.8698,-0.170519
22.4,-0.171603,-41.2213,-41.2213,-0.167757
22.45,-0.168867,-41.5667,-41.5667,-0.165146
22.5,-0.166275,-41.9063,-41.9063,-0.162678
22.55,-0.16382,-42.24,-42.24,-0.160346
22.6,-0.161495,-42.5681,-42.5681,-0.158142
22.65,-0.159294,-42.8907,-42.8907,-0.15606
22.7,-0.157211,-43.2077,-43.2077,-0.154095
22.75,-0.155239,-43.5194,-43.5194,-0.15224
22.8,-0.153375,-43.8259,-43.8259,-0.15049
22.85,-0.151612,-44.1271,-44.1271,-0.14884
22.9,-0.149947,-44.4233,-44.4233,-0.147285
22.95,-0.148374,-44.7144,-44.7144,-0.145821
23,-0.146889,-45.0006,-45.0006,-0.144444
