freq_ghz,s11_db,s21_db,s12_db,s22_db
19.8,-3.70366,-5.88608,-5.88608,-3.81577
19.85,-3.19915,-6.61107,-6.61107,-3.30371
19.9,-2.76768,-7.39057,-7.39057,-2.86348
19.95,-2.40231,-8.21407,-8.21407,-2.48892
20,-2.0949,-9.07097,-9.07097,-2.17242
20.05,-1.83714,-9.95132,-9.95132,-1.90597
20.1,-1.62115,-10.8463,-10.8463,-1.6819
20.15,-1.43989,-11.7483,-11.7483,-1.49324
20.2,-1.28727,-12.6513,-12.6513,-1.33393
20.25,-1.15819,-13.5503,-13.5503,-1.19884
20.3,-1.04841,-14.4415,-14.4415,-1.08373
20.35,-0.954479,-15.322,-15.322,-0.985069
20.4,-0.873607,-16.1896,-16.1896,-0.900023
20.45,-0.803528,-17.0429,-17.0429,-0.826272
20.5,-0.742417,-17.8808,-17.8808,-0.761936
20.55,-0.6888,-18.7026,-18.7026,-0.705493
20.6,-0.641483,-19.5079,-19.5079,-0.655701
20.65,-0.599495,-20.2966,-20.2966,-0.611548
20.7,-0.562042,-21.0685,-21.0685,-0.572204
20.75,-0.528475,-21.824,-21.824,-0.536986
20.8,-0.498257,-22.563,-22.563,-0.505328
20.85,-0.470941,-23.286,-23.286,-0.476757
20.9,-0.446156,-23.9932,-23.9932,-0.450879
20.95,-0.423589,-24.685,-24.685,-0.427362
21,-0.402977,-25.3618,-25.3618,-0.405925
21.05,-0.384096,-26.0239,-26.0239,-0.386328
21.1,-0.366753,-26.6717,-26.6717,-0.368367
21.15,-0.350785,-27.3056,-27.3056,-0.351865
21.2,-0.33605,-27.926,-27.926,-0.336669
21.25,-0.322425,-28.5332,-28.5332,-0.322649
21.3,-0.309802,-29.1277,-29.1277,-0.309688
21.35,-0.298087,-29.7098,-29.7098,-0.297686
21.4,-0.287197,-30.2798,-30.2798,-0.286553
21.45,-0.27706,-30.8382,-30.8382,-0.276212
21.5,-0.267611,-31.3851,-31.3851,-0.266594
21.55,-0.258792,-31.921,-31.921,-0.257635
21.6,-0.250552,-32.4462,-32.4462,-0.249281
21.65,-0.242845,-32.9608,-32.9608,-0.241484
21.7,-0.235629,-33.4653,-33.4653,-0.234198
21.75,-0.228867,-33.9599,-33.9599,-0.227384
21.8,-0.222525,-34.4449,-34.4449,-0.221006
21.85,-0.216573,-34.9205,-34.9205,-0.215031
21.9,-0.210984,-35.3869,-35.3869,-0.20943
21.95,-0.205731,-35.8445,-35.8445,-0.204177
22,-0.200792,-36.2933,-36.2933,-0.199246
22.05,-0.196147,-36.7337,-36.7337,-0.194616
22.1,-0.191775,-37.1658,-37.1658,-0.190267
22.15,-0.187659,-37.5899,-37.5899,-0.186179
22.2,-0.183783,-38.0062,-38.0062,-0.182335
22.25,-0.180131,-38.4147,-38.4147,-0.178721
22.3,-0.176691,-38.8158,-38.8158,-0.175321
22.35,-0.173449,-39.2095,-39.2095,-0.172122
22.4,-0.170394,-39.5961,-39.5961,-0.169112
22.45,-0.167514,-39.9756,-39.9756,-0.166279
22.5,-0.1648,-40.3484,-40.3484,-0.163614
22.55,-0.162242,-40.7144,-40.7144,-0.161105
22.6,-0.159832,-41.0739,-41.0739,-0.158745
22.65,-0.157561,-41.4269,-41.4269,-0.156525
22.7,-0.155423,-41.7737,-41.7737,-0.154436
22.75,-0.153409,-42.1143,-42.1143,-0.152472
22.8,-0.151513,-42.4489,-42.4489,-0.150626
22.85,-0.149729,-42.7776,-42.7776,-0.148891
22.9,-0.148052,-43.1005,-43.1005,-0.147263
22.95,-0.146475,-43.4177,-43.4177,-0.145734
23,-0.144995,-43.7293,-43.7293,-0.1443
