freq_ghz,board_1_s21_db,board_2_s21_db,board_3_s21_db,board_4_s21_db,mean_s21_db,std_s21_db,min_s21_db,max_s21_db
8.850000,-37.752347,-38.144297,-38.277197,-38.183560,-38.089351,0.231482,-38.277197,-37.752347
8.860000,-38.286528,-38.675804,-38.803988,-38.717734,-38.621014,0.229286,-38.803988,-38.286528
8.870000,-38.820801,-39.207384,-39.330828,-39.251991,-39.152751,0.227109,-39.330828,-38.820801
8.880000,-39.355025,-39.738896,-39.857578,-39.786188,-39.684422,0.224951,-39.857578,-39.355025
8.890000,-39.889055,-40.270198,-40.384094,-40.320183,-40.215882,0.222815,-40.384094,-39.889055
8.900000,-40.422752,-40.801146,-40.910236,-40.853832,-40.746992,0.220702,-40.910236,-40.422752
8.910000,-40.955971,-41.331601,-41.435864,-41.386995,-41.277608,0.218614,-41.435864,-40.955971
8.920000,-41.488571,-41.861419,-41.960834,-41.919527,-41.807588,0.216552,-41.960834,-41.488571
8.930000,-42.020410,-42.390458,-42.485006,-42.451287,-42.336790,0.214518,-42.485006,-42.020410
8.940000,-42.551344,-42.918576,-43.008239,-42.982131,-42.865073,0.212515,-43.008239,-42.551344
8.950000,-43.081233,-43.445632,-43.530392,-43.511918,-43.392294,0.210543,-43.530392,-43.081233
8.960000,-43.609933,-43.971483,-44.051323,-44.040505,-43.918311,0.208605,-44.051323,-43.609933
8.970000,-44.137302,-44.495988,-44.570890,-44.567749,-44.442982,0.206702,-44.570890,-44.137302
8.980000,-44.663197,-45.019003,-45.088953,-45.093508,-44.966165,0.204837,-45.093508,-44.663197
8.990000,-45.187478,-45.540388,-45.605370,-45.617639,-45.487719,0.203011,-45.617639,-45.187478
9.000000,-45.710000,-46.060000,-46.120000,-46.140000,-46.007500,0.201225,-46.140000,-45.710000
