candidate,cell,notes,source,target_profile,status,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db
folded_sir_l3_r4_mild_ref,folded_sir_l3_r4_mild_ref_mm_coords,round4 reference from r3_mild_orange; best 6 GHz among round3 but weak 5 GHz rejection,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round4\folded_sir_l3_r4_mild_ref_mm_coords_rfpro.csv,fr4_25db,TUNE,-12.99,-8.30,-1.34,-3.90,-43.44,-8.30,6.98,-1.29,-1.29
folded_sir_l3_r4_mild_l350,folded_sir_l3_r4_mild_l350_mm_coords,combine r3_l350 purple length with mild orange loading to check lower-zero and 6 GHz tradeoff,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round4\folded_sir_l3_r4_mild_l350_mm_coords_rfpro.csv,fr4_25db,TUNE,-17.96,-8.92,-1.45,-2.26,-42.25,-8.92,7.57,-1.18,-1.18
folded_sir_l3_r4_mild_l340,folded_sir_l3_r4_mild_l340_mm_coords,shorten purple U from mild reference to move lower-side zero down and observe passband edge,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round4\folded_sir_l3_r4_mild_l340_mm_coords_rfpro.csv,fr4_25db,TUNE,-18.01,-10.97,-1.90,-3.17,-30.95,-10.97,9.58,-0.87,-0.87
folded_sir_l3_r4_mild_l370,folded_sir_l3_r4_mild_l370_mm_coords,lengthen purple U under mild orange loading to check whether low-edge pole can be pulled lower without moving zero into band,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round4\folded_sir_l3_r4_mild_l370_mm_coords_rfpro.csv,fr4_25db,TUNE,-22.19,-8.54,-1.96,-8.69,-28.88,-8.69,7.34,-1.28,-1.26
folded_sir_l3_r4_mild_w028,folded_sir_l3_r4_mild_w028_mm_coords,widen purple branch width to lower resonator impedance and broaden low-side response,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round4\folded_sir_l3_r4_mild_w028_mm_coords_rfpro.csv,fr4_25db,TUNE,-17.44,-8.70,-1.34,-4.21,-32.37,-8.70,7.37,-1.22,-1.21
folded_sir_l3_r4_mild_topw085,folded_sir_l3_r4_mild_topw085_mm_coords,widen purple top coupling arm to increase modal coupling and reduce passband ripple,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round4\folded_sir_l3_r4_mild_topw085_mm_coords_rfpro.csv,fr4_25db,TUNE,-21.60,-8.70,-1.77,-8.51,-29.55,-8.70,7.34,-1.24,-1.21
folded_sir_l3_r4_mild_wide_combo,folded_sir_l3_r4_mild_wide_combo_mm_coords,combine wider branch and wider top arm to test bandwidth recovery,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round4\folded_sir_l3_r4_mild_wide_combo_mm_coords_rfpro.csv,fr4_25db,TUNE,-15.10,-7.92,-1.37,-6.55,-31.97,-7.92,6.64,-1.39,-1.40
folded_sir_l3_r4_moderate_orange,folded_sir_l3_r4_moderate_orange_mm_coords,intermediate orange loading between r3_mild and r3_zhi to recover 5 GHz rejection with limited 6 GHz penalty,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round4\folded_sir_l3_r4_moderate_orange_mm_coords_rfpro.csv,fr4_25db,TUNE,-15.81,-9.41,-1.37,-2.38,-45.57,-9.41,8.06,-1.06,-1.07
folded_sir_l3_r4_l350_moderate_orange,folded_sir_l3_r4_l350_moderate_orange_mm_coords,intermediate orange loading with r3_l350 purple length for balanced low-edge and 5 GHz rejection,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round4\folded_sir_l3_r4_l350_moderate_orange_mm_coords_rfpro.csv,fr4_25db,TUNE,-40.79,-10.05,-1.58,-2.61,-37.74,-10.05,8.69,-1.00,-0.99
