candidate,source
tx_band1_mcfil_r8_cnn003_outer_gap_stronger_width_m006_hfss,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r8_cnn003_outer_gap_stronger_width_m006_p2up_graphical_bb_14_23g\tx_band1_mcfil_r8_cnn003_outer_gap_stronger_width_m006_hfss_trace.csv
