frequency_hz,s11_mag,s11_db,s11_phase_deg,s21_mag,s21_db,s21_phase_deg,s12_mag,s12_db,s12_phase_deg,s22_mag,s22_db,s22_phase_deg
4000000000.0,0.9974708806018312,-0.021995478308670366,1.6329433428429156,0.0009009936193500673,-60.90556569186977,-0.2331356223702335,0.0009009936193500673,-60.90556569186977,-0.2331356223702335,0.9974758618844332,-0.021952101841504354,1.6463063489443932
4500000000.0,0.9953920214281325,-0.04011689337140896,1.3381982683141436,0.003019182119619202,-50.402213783525305,-0.4828779369444177,0.003019182119619202,-50.402213783525305,-0.4828779369444177,0.9953883978536798,-0.04014851309951839,1.351691952107484
4750000000.0,0.9933810526282008,-0.05768255658628167,1.15868258698558,0.005873058907709945,-44.62271286185678,-0.6497382545434319,0.005873058907709945,-44.62271286185678,-0.6497382545434319,0.993379499106702,-0.05769614022249486,1.1719107235404405
5000000000.0,0.9893349279338485,-0.0931331624088545,0.9383026337425571,0.013677224769231376,-37.280040317932524,-0.8584547543362053,0.013677224769231376,-37.280040317932524,-0.8584547543362053,0.9894094155324684,-0.09247922137452205,0.9514965484416369
5500000000.0,0.31890910564143965,-9.92666160803043,-0.019959558529902496,0.5916659921199116,-4.558467849177205,-2.8048981597330553,0.5916659921199116,-4.558467849177205,-2.8048981597330553,0.4582848352524136,-6.777290268377695,0.1125294956721697
5625000000.0,0.7856521218183549,-2.095394245073498,0.4422258736182737,0.4985689318474619,-6.045495758024724,-4.3177940554519525,0.4985689318474619,-6.045495758024724,-4.3177940554519525,0.7952612342443748,-1.989803742472243,0.26582139001368477
5750000000.0,0.6443802042341196,-3.8171561969602132,-0.15687878046272835,0.6656665001323046,-3.534865969987617,-5.132161534642105,0.6656665001323046,-3.534865969987617,-5.132161534642105,0.626023155405449,-4.068192055317625,-0.4820180564276858
5875000000.0,0.3005710420068101,-10.441057261572407,0.643714975823504,0.8586936408754868,-1.3232350658385927,-6.448805865262535,0.8586936408754868,-1.3232350658385927,-6.448805865262535,0.22420306415924696,-12.987169124887014,1.6841899793340354
6000000000.0,0.6361092559063327,-3.92936570080076,0.24809702035216466,0.6971113603544129,-3.1339567960220354,-7.431876310985612,0.6971113603544129,-3.1339567960220354,-7.431876310985612,0.6307261001844262,-4.003183940414609,0.5591461936350901
6500000000.0,0.3312910042820226,-9.595807131664719,0.01256622058737151,0.8649806767919767,-1.2598718866887446,-4.665129251758797,0.8649806767919767,-1.2598718866887446,-4.665129251758797,0.33787188950889674,-9.424958788888574,0.12148873676428289
6750000000.0,0.30702714881681986,-10.256464408369641,1.6607321419966727,0.8641740013797525,-1.2679760710061703,-6.477190609980022,0.8641740013797525,-1.2679760710061703,-6.477190609980022,0.324619284767176,-9.772513669296895,0.8848313624359467
7000000000.0,0.5736089455109393,-4.827681688097136,0.19722555984439247,0.740327131933039,-2.611526681061083,-8.007126843676486,0.740327131933039,-2.611526681061083,-8.007126843676486,0.5613608755522982,-5.015157182227145,-0.47168501040598443
7250000000.0,0.27306390523400575,-11.274714059724257,-0.3534006601443437,0.8718634412342525,-1.1910306537051198,-9.703637480003378,0.8718634412342525,-1.1910306537051198,-9.703637480003378,0.18733493739707607,-14.547624409376837,-3.287708727286259
7375000000.0,0.3842837243100386,-8.306960179150355,-0.21746200894687068,0.8286075574877411,-1.6330221989284077,-10.65010769499077,0.8286075574877411,-1.6330221989284077,-10.65010769499077,0.3436516985160884,-9.277630104538748,-5.518430590218603
7500000000.0,0.4811461182154894,-6.354460273024181,-0.7443271218376408,0.77662804919296,-2.195738565015434,-11.515883676067633,0.77662804919296,-2.195738565015434,-11.515883676067633,0.463250169049105,-6.683688270528622,-6.612517664598405
7750000000.0,0.10811390099473328,-19.32236924079127,-1.823976242703412,0.8689094510592252,-1.2205095792952811,-13.458371610133675,0.8689094510592252,-1.2205095792952811,-13.458371610133675,0.08824374519211414,-21.08632136182139,-8.332679911071263
8000000000.0,0.5997583803227382,-4.4404734998831055,-1.6601949498757849,0.6266993944793534,-4.058814498354259,-15.786444720840054,0.6266993944793534,-4.058814498354259,-15.786444720840054,0.5973718675135463,-4.475104676195065,-7.94249054853497
9000000000.0,0.9610294941235098,-0.3452656714255583,-3.99864741285699,0.012609653328029083,-37.98593706281845,-15.552415540979226,0.012609653328029083,-37.98593706281845,-15.552415540979226,0.9624106648988152,-0.33279146064099124,-10.345228763782636
9500000000.0,0.9708049981233132,-0.25735992797661333,-4.602593734463109,0.006092763636652672,-44.30371339233936,-16.698130666195418,0.006092763636652672,-44.30371339233936,-16.698130666195418,0.9716591125484307,-0.2497214402720423,-10.928582968743566
10000000000.0,0.9747600397709832,-0.22204565996941314,-5.040631788154547,0.0033706529400491817,-49.445719247895845,-17.79992451885048,0.0033706529400491817,-49.445719247895845,-17.79992451885048,0.975278830204172,-0.21742405306336066,-11.355194762161268
