source,status,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db
SIM\ADS\results\opt_round3\r3_l597s1p_mm_coords_rfpro.csv,TUNE,-44.48,-1.54,-1.44,-2.59,-38.49,-2.59,1.69,-6.27,-6.44
