source,status,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db
SIM\ADS\results\opt_round3\r3_l592_mm_coords_rfpro.csv,TUNE,-45.07,-3.35,-1.61,-1.76,-36.71,-4.19,3.32,-2.90,-2.93
