source,status,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db
SIM\ADS\results\opt_round3\r3_s1p_mm_coords_rfpro.csv,TUNE,-43.40,-1.51,-2.28,-1.97,-37.66,-3.84,2.64,-3.39,-3.24
