"candidate","cell","status","error_class","failed_step","elapsed_s","run_id","profile_id","pipeline_id","target_profile_id","score_version","notes","project_id","round_id","candidate_id","source","target_profile","s21_5g_db","s21_6g_db","s21_7g_db","s21_8g_db","s21_9g_db","passband_min_s21_db","passband_ripple_db","worst_s11_6_8_db","worst_s22_6_8_db","margin_s21_5g_db","margin_s21_6g_db","margin_s21_8g_db","margin_passband_min_s21_db","margin_passband_ripple_db","margin_worst_s11_6_8_db","margin_worst_s22_6_8_db","run_dir"
"pixel_qr16_fr4_210um_r2a_edge_stubs","pixel_qr16_fr4_210um_r2a_edge_stubs_mm_coords","TUNE","","","29.411","pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r2a_edge_stubs_home_20260801_225845","home","pixel_qr_bpf_fr4_210um_home_r2_arch_1to10","fr4_25db_rl6","fr4_i7_score_v1","Edge-loaded through path with side stubs; tests edge-coupled stopband formation.","pixel_qr_bpf_fr4_210um","manual","pixel_qr16_fr4_210um_r2a_edge_stubs","D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r2_arch_1to10\pixel_qr16_fr4_210um_r2a_edge_stubs_mm_coords_rfpro.csv","fr4_25db_rl6","-0.44","-3.28","-10.00","-15.58","-20.33","-15.58","12.29","-0.21","-0.21","-24.56","1.72","-10.58","-10.58","-8.29","-5.79","-5.79","D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r2_arch_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r2a_edge_stubs_home_20260801_225845"
"pixel_qr16_fr4_210um_r2a_qr_sparse_s1","pixel_qr16_fr4_210um_r2a_qr_sparse_s1_mm_coords","TUNE","","","39.529","pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r2a_qr_sparse_s1_home_20260801_225915","home","pixel_qr_bpf_fr4_210um_home_r2_arch_1to10","fr4_25db_rl6","fr4_i7_score_v1","Generated qr_seed with lower fill probability; tests whether lower metal density creates stronger selectivity.","pixel_qr_bpf_fr4_210um","manual","pixel_qr16_fr4_210um_r2a_qr_sparse_s1","D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r2_arch_1to10\pixel_qr16_fr4_210um_r2a_qr_sparse_s1_mm_coords_rfpro.csv","fr4_25db_rl6","-1.12","-5.15","-12.95","-22.03","-33.31","-22.03","16.88","-0.36","-0.35","-23.88","-0.15","-17.03","-17.03","-12.88","-5.64","-5.65","D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r2_arch_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r2a_qr_sparse_s1_home_20260801_225915"
