source,status,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db
SIM\ADS\results\hilo_sir_bpf_l3_round1\hilo_sir_l3_r1_l112_g020_mm_coords_rfpro.csv,TUNE,-13.80,-7.48,-6.40,-23.51,-28.26,-23.51,19.81,-0.58,-0.63
