frequency_hz,s11_mag,s11_db,s11_phase_deg,s21_mag,s21_db,s21_phase_deg,s12_mag,s12_db,s12_phase_deg,s22_mag,s22_db,s22_phase_deg
4000000000.0,0.9975706058038357,-0.021127123334231196,1.6335329045851243,0.0007926162408498901,-62.01874066276617,-0.24781108785758788,0.0007926162408498901,-62.01874066276617,-0.24781108785758788,0.9975611998437635,-0.021209021814218385,1.629102487403555
4500000000.0,0.9957536534278278,-0.036961829718207787,1.3483449143592008,0.0024939646222565605,-52.062194228598855,-0.4902574996811727,0.0024939646222565605,-52.062194228598855,-0.4902574996811727,0.9957032850577408,-0.03740120060839808,1.3425188550825438
5000000000.0,0.9914128919286307,-0.07490876011902443,0.9819156195632205,0.009065588554671374,-40.85207990914399,-0.8389308543450292,0.009065588554671374,-40.85207990914399,-0.8389308543450292,0.9911401648470736,-0.07729848415547669,0.9707914648834506
5500000000.0,0.947534025788933,-0.46810371274821355,0.3173496669134589,0.11446437280526771,-18.826593341028044,-1.5636314988950804,0.11446437280526771,-18.826593341028044,-1.5636314988950804,0.9427199632212817,-0.5123459223357856,0.2679725174980404
5625000000.0,0.6576212983796448,-3.6404825949146984,-0.1697595461693075,0.4530976450038975,-6.876163901614701,-2.4289556107528205,0.4530976450038975,-6.876163901614701,-2.4289556107528205,0.6202222905564473,-4.149052588749025,-0.3058300910785214
5687500000.0,0.44119823167186645,-7.107324737723505,0.47076526787260853,0.6491780984090134,-3.7527228114373514,-3.486630089407445,0.6491780984090134,-3.7527228114373514,-3.486630089407445,0.37821457219826415,-8.445234845442204,0.5703653884941633
5750000000.0,0.7089333042814344,-2.9878924174958774,0.37770583127017565,0.5677944356197299,-4.9161773574250605,-4.200613268546514,0.5677944356197299,-4.9161773574250605,-4.200613268546514,0.693666526759777,-3.1769852420337408,0.3952254354470199
6000000000.0,0.16846933491023697,-15.469582773152734,-0.1464433827022132,0.8849844100901294,-1.0612875955681347,-6.1989208584785045,0.8849844100901294,-1.0612875955681347,-6.1989208584785045,0.038570871853016865,-28.274810885279713,-1.9566399048788503
6250000000.0,0.4561810417209407,-6.817255347740041,-0.39877889674390876,0.8061157654483956,-1.8720517027270425,-8.109380369726589,0.8061157654483956,-1.8720517027270425,-8.109380369726589,0.467351784441607,-6.607121894976251,0.01563554156395401
6500000000.0,0.5014526394153185,-5.995401568399387,0.9768624085061386,0.7768595450970273,-2.193149876316964,-10.070136928738433,0.7768595450970273,-2.193149876316964,-10.070136928738433,0.5133283945813158,-5.792094244536711,0.7242996968285466
7000000000.0,0.31888527090266233,-9.927310801307392,0.7338417911216829,0.86039407430553,-1.3060517868275259,-7.034879009330824,0.86039407430553,-1.3060517868275259,-7.034879009330824,0.31562293905149874,-10.016628807512562,0.6611124318879206
7250000000.0,0.5376397985284718,-5.3901718064671735,-0.5371646882911811,0.7602597113313894,-2.380760471997626,-8.55592416975249,0.7602597113313894,-2.380760471997626,-8.55592416975249,0.5263610347085664,-5.57432536042774,-0.8088171415279318
7500000000.0,0.19907019133941994,-14.01987532240492,-0.5557551414243259,0.8815817382370178,-1.0947482941887405,-10.33062444164051,0.8815817382370178,-1.0947482941887405,-10.33062444164051,0.12267113416969533,-18.22515238778437,1.6056482308998046
8000000000.0,0.3768750923262867,-8.476051282459181,-0.10306609387200569,0.7706145328396475,-2.2632560997499738,-8.05797989390843,0.7706145328396475,-2.2632560997499738,-8.05797989390843,0.41503369323394945,-7.638332899897577,-0.6355317332966424
8125000000.0,0.6542544412496215,-3.6850664114794203,-1.2180079491767994,0.5866968636415949,-4.631724668493867,-9.11919607392416,0.5866968636415949,-4.631724668493867,-9.11919607392416,0.6649645679862461,-3.5440299010962355,-1.416676322195309
8250000000.0,0.5174736337476843,-5.722235468516622,-2.0775558387613144,0.5982259352241995,-4.462695253690258,-10.252390171603452,0.5982259352241995,-4.462695253690258,-10.252390171603452,0.5286802489429138,-5.536138283493443,-2.1785102241636833
8500000000.0,0.8777215224613094,-1.1328650450230555,-2.296910103650532,0.11432010955875022,-18.837547360209836,-13.040816583483824,0.11432010955875022,-18.837547360209836,-13.040816583483824,0.8822690889567486,-1.0879787276195179,-2.4132361722224047
9000000000.0,0.9504035185329227,-0.44183929076343864,-3.6083096942300354,0.018850058880848168,-34.49374577750593,-14.958083223666469,0.018850058880848168,-34.49374577750593,-14.958083223666469,0.9521697688448121,-0.42571222770490147,-3.682376147086622
9500000000.0,0.964696930565506,-0.3121820658904329,-4.346233944130797,0.008632750864405217,-41.277015847305194,-16.23366145359323,0.008632750864405217,-41.277015847305194,-16.23366145359323,0.9659761671468894,-0.30067176991534905,-4.395057375317509
10000000000.0,0.9706992625916852,-0.2583060058998349,-4.861385260337889,0.0045829916111919675,-46.77701875393198,-17.339311725960098,0.0045829916111919675,-46.77701875393198,-17.339311725960098,0.9716772867712145,-0.2495589781338177,-4.893020667818865
