source,status,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db
SIM\ADS\results\opt_round2b\r2a_l605_mm_coords_rfpro.csv,TUNE,-37.78,-2.21,-3.05,-3.66,-36.71,-3.66,2.56,-4.16,-4.14
