candidate,source
RF_PPA_SP10T_4F4H_ENIG_V1_01_cutout_0201_20260808,projects\sp8t_real_board_hfss\results\rf_ppa_sp10t_v101_cutout\RF_PPA_SP10T_4F4H_ENIG_V1_01_cutout_0201_20260808\RF_PPA_SP10T_4F4H_ENIG_V1_01_cutout_0201_20260808_trace.csv
