candidate,predicted_tx_score,parent,parent_tx_score,min_gap_mm,length_delta_mm,gap_delta_mm,width_delta_mm,params_json,layout_json
tx_band1_mcfil_r5_cnn034_rand28,30.798,tx_band1_mcfil_r2_cnn002_len_p085_gap_relax006,25.235,0.053099,0.08529;0.093209;0.10017;0.093005;0.0907,-0.003222;-0.017827;-0.024099;-0.007777;-0.011495,-0.007409;-7.2e-05;-0.001045;-0.00337;-0.009329,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn034_rand28_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn034_rand28_layout.json
tx_band1_mcfil_r5_cnn018_rand12,29.452,tx_band1_mcfil_r2_cnn002_len_p085_gap_relax006,25.235,0.057257,0.091527;0.095329;0.098494;0.095076;0.087443,-0.007337;-0.014318;-0.028314;-0.012934;-0.006155,-0.000992;0.000646;0.00155;-0.004196;-0.008063,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn018_rand12_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn018_rand12_layout.json
tx_band1_mcfil_r5_cnn027_rand21,27.664,tx_band1_mcfil_r2_cnn002_len_p085_gap_relax006,25.235,0.062479,0.090606;0.099498;0.09831;0.093053;0.089845,-0.002115;-0.00862;-0.020217;-0.012591;0.003166,-0.010028;-0.00464;0.001781;-0.000592;-0.004344,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn027_rand21_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn027_rand21_layout.json
tx_band1_mcfil_r5_cnn006_edge_short_center_hold,26.083,tx_band1_mcfil_r2_cnn002_len_p085_gap_relax006,25.235,0.058594,0.085;0.097;0.103;0.097;0.085,-0.006;-0.012;-0.02;-0.012;-0.006,-0.008;-0.002;0;-0.002;-0.008,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn006_edge_short_center_hold_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn006_edge_short_center_hold_layout.json
tx_band1_mcfil_r5_cnn004_center_gap_relax_keep_len,24.236,tx_band1_mcfil_r2_cnn002_len_p085_gap_relax006,25.235,0.058594,0.097;0.097;0.097;0.097;0.097,-0.006;-0.012;-0.018;-0.012;-0.006,0;0;0;0;0,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn004_center_gap_relax_keep_len_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn004_center_gap_relax_keep_len_layout.json
tx_band1_mcfil_r5_cnn003_outer_gap_stronger_width_m006,24.233,tx_band1_mcfil_r2_cnn002_len_p085_gap_relax006,25.235,0.054594,0.097;0.097;0.097;0.097;0.097,-0.01;-0.012;-0.02;-0.012;-0.01,-0.006;-0.003;0;-0.003;-0.006,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn003_outer_gap_stronger_width_m006_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn003_outer_gap_stronger_width_m006_layout.json
tx_band1_mcfil_r5_cnn001_match_width_m006,23.958,tx_band1_mcfil_r2_cnn002_len_p085_gap_relax006,25.235,0.060594,0.097;0.097;0.097;0.097;0.097,-0.004;-0.012;-0.02;-0.012;-0.004,-0.006;-0.003;0;-0.003;-0.006,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn001_match_width_m006_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn001_match_width_m006_layout.json
tx_band1_mcfil_r5_cnn002_match_width_m010,23.821,tx_band1_mcfil_r2_cnn002_len_p085_gap_relax006,25.235,0.060594,0.097;0.097;0.097;0.097;0.097,-0.004;-0.012;-0.02;-0.012;-0.004,-0.01;-0.004;0;-0.004;-0.01,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn002_match_width_m010_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round5\tx_band1_mcfil_r5_cnn002_match_width_m010_layout.json
