candidate,cell,notes,source,target_profile,status,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db
folded_sir_l3_r2_base_wide,folded_sir_l3_r2_base_wide_mm_coords,round2 baseline copied from r1_wide_combo; preserves dual peaks near 6.9/7.4 GHz,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round2\folded_sir_l3_r2_base_wide_mm_coords_rfpro.csv,fr4_25db,TUNE,-12.23,-6.76,-1.36,-25.63,-25.28,-25.63,24.38,-0.60,-0.64
folded_sir_l3_r2_zhi_l180,folded_sir_l3_r2_zhi_l180_mm_coords,"push high-side zero upward: shorten orange top arm to 1.80 mm, increase d2, and relax S1",E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round2\folded_sir_l3_r2_zhi_l180_mm_coords_rfpro.csv,fr4_25db,TUNE,-12.67,-7.47,-1.39,-11.87,-27.67,-11.87,10.49,-1.22,-1.48
folded_sir_l3_r2_zhi_h145,folded_sir_l3_r2_zhi_h145_mm_coords,push high-side zero upward by reducing orange fold height and weakening orange-purple coupling,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round2\folded_sir_l3_r2_zhi_h145_mm_coords_rfpro.csv,fr4_25db,TUNE,-17.34,-8.63,-1.32,-8.59,-27.08,-8.63,7.32,-1.21,-1.22
folded_sir_l3_r2_zhi_strong,folded_sir_l3_r2_zhi_strong_mm_coords,strong high-zero push: shorten orange effective length further and relax S1 to target a 8.8-9.2 GHz zero,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round2\folded_sir_l3_r2_zhi_strong_mm_coords_rfpro.csv,fr4_25db,TUNE,-20.69,-11.34,-2.79,-4.02,-31.69,-11.34,9.91,-0.84,-0.82
folded_sir_l3_r2_s2_016,folded_sir_l3_r2_s2_016_mm_coords,increase purple modal coupling near fabrication limit: S2=0.16 mm while keeping r1 wide-combo orange length,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round2\folded_sir_l3_r2_s2_016_mm_coords_rfpro.csv,fr4_25db,TUNE,-10.91,-6.73,-1.38,-20.30,-27.22,-20.30,19.03,-0.65,-0.78
folded_sir_l3_r2_feed_boost,folded_sir_l3_r2_feed_boost_mm_coords,boost low-edge external coupling: wider taper tip and more overlap based on r1 wide-combo,E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round2\folded_sir_l3_r2_feed_boost_mm_coords_rfpro.csv,fr4_25db,TUNE,-11.98,-6.43,-1.54,-39.40,-23.84,-39.40,37.86,-0.51,-0.65
folded_sir_l3_r2_balanced,folded_sir_l3_r2_balanced_mm_coords,"balanced attempt: high-zero push plus stronger S2 and feed coupling, with slightly longer purple U to recover 6 GHz edge",E:\OneDrive\4.Code\PICO\RP2350\RP2350_PIO_TRIG\RP2350_TRIGRP2350_TRIG\SIM\ADS\results\folded_sir_bpf_l3_round2\folded_sir_l3_r2_balanced_mm_coords_rfpro.csv,fr4_25db,TUNE,-16.12,-7.80,-1.54,-9.58,-29.04,-9.58,8.19,-1.44,-1.42
