freq_ghz,s11_db,s21_db,s12_db,s22_db
18.95,-9.784,-2.55816,-2.55816,-9.85773
19,-8.81307,-2.7357,-2.7357,-8.88921
19.05,-7.91925,-2.95331,-2.95331,-7.99477
19.1,-7.09747,-3.21466,-3.21466,-7.16998
19.15,-6.34457,-3.5229,-3.5229,-6.41221
19.2,-5.65841,-3.88032,-3.88032,-5.71979
19.25,-5.03717,-4.28808,-4.28808,-5.09137
19.3,-4.47884,-4.74605,-4.74605,-4.5253
19.35,-3.98085,-5.25271,-5.25271,-4.01933
19.4,-3.53993,-5.80527,-5.80527,-3.57048
19.45,-3.15213,-6.39984,-6.39984,-3.175
19.5,-2.81298,-7.03173,-7.03173,-2.82858
19.55,-2.51767,-7.69577,-7.69577,-2.52652
19.6,-2.26131,-8.3866,-8.3866,-2.26399
19.65,-2.03912,-9.09896,-9.09896,-2.03625
19.7,-1.8466,-9.82786,-9.82786,-1.8388
19.75,-1.67962,-10.5687,-10.5687,-1.6675
19.8,-1.5345,-11.3176,-11.3176,-1.51865
19.85,-1.408,-12.0707,-12.0707,-1.38897
19.9,-1.29733,-12.8253,-12.8253,-1.27562
19.95,-1.20011,-13.5785,-13.5785,-1.17617
20,-1.11431,-14.3285,-14.3285,-1.08856
20.05,-1.03825,-15.0733,-15.0733,-1.01104
20.1,-0.970479,-15.8115,-15.8115,-0.942147
20.15,-0.909819,-16.5421,-16.5421,-0.88064
20.2,-0.855271,-17.2641,-17.2641,-0.825489
20.25,-0.806,-17.9769,-17.9769,-0.775827
20.3,-0.761309,-18.6798,-18.6798,-0.730927
20.35,-0.720611,-19.3725,-19.3725,-0.690175
20.4,-0.683413,-20.0547,-20.0547,-0.653054
20.45,-0.649298,-20.7262,-20.7262,-0.619126
20.5,-0.61791,-21.3869,-21.3869,-0.588018
20.55,-0.588949,-22.0367,-22.0367,-0.559413
20.6,-0.562154,-22.6757,-22.6757,-0.533037
20.65,-0.537305,-23.3039,-23.3039,-0.508657
20.7,-0.514208,-23.9213,-23.9213,-0.48607
20.75,-0.492695,-24.5281,-24.5281,-0.465099
20.8,-0.472622,-25.1244,-25.1244,-0.44559
20.85,-0.453859,-25.7103,-25.7103,-0.42741
20.9,-0.436294,-26.286,-26.286,-0.410439
20.95,-0.419826,-26.8517,-26.8517,-0.394573
21,-0.404367,-27.4074,-27.4074,-0.379719
21.05,-0.389837,-27.9534,-27.9534,-0.365794
21.1,-0.376166,-28.4899,-28.4899,-0.352725
21.15,-0.363289,-29.017,-29.017,-0.340445
21.2,-0.351148,-29.5349,-29.5349,-0.328895
21.25,-0.339692,-30.0437,-30.0437,-0.318021
21.3,-0.328873,-30.5438,-30.5438,-0.307773
21.35,-0.318648,-31.0352,-31.0352,-0.298109
21.4,-0.308978,-31.518,-31.518,-0.288988
21.45,-0.299826,-31.9926,-31.9926,-0.280373
21.5,-0.291159,-32.459,-32.459,-0.272231
21.55,-0.282948,-32.9174,-32.9174,-0.264531
21.6,-0.275164,-33.368,-33.368,-0.257245
21.65,-0.267781,-33.8109,-33.8109,-0.250347
21.7,-0.260776,-34.2463,-34.2463,-0.243813
21.75,-0.254127,-34.6743,-34.6743,-0.237622
21.8,-0.247812,-35.0951,-35.0951,-0.231752
21.85,-0.241814,-35.5089,-35.5089,-0.226186
21.9,-0.236114,-35.9156,-35.9156,-0.220905
21.95,-0.230696,-36.3156,-36.3156,-0.215893
22,-0.225545,-36.7089,-36.7089,-0.211136
22.05,-0.220647,-37.0957,-37.0957,-0.206619
22.1,-0.215987,-37.476,-37.476,-0.202329
22.15,-0.211554,-37.8501,-37.8501,-0.198254
22.2,-0.207337,-38.2179,-38.2179,-0.194383
22.25,-0.203323,-38.5797,-38.5797,-0.190705
22.3,-0.199504,-38.9356,-38.9356,-0.18721
22.35,-0.195868,-39.2856,-39.2856,-0.183889
22.4,-0.192408,-39.6299,-39.6299,-0.180733
22.45,-0.189115,-39.9685,-39.9685,-0.177733
22.5,-0.18598,-40.3017,-40.3017,-0.174883
22.55,-0.182997,-40.6294,-40.6294,-0.172175
22.6,-0.180157,-40.9517,-40.9517,-0.169602
22.65,-0.177456,-41.2688,-41.2688,-0.167157
22.7,-0.174885,-41.5808,-41.5808,-0.164835
22.75,-0.17244,-41.8877,-41.8877,-0.162631
22.8,-0.170115,-42.1896,-42.1896,-0.160538
22.85,-0.167904,-42.4867,-42.4867,-0.158552
22.9,-0.165802,-42.7789,-42.7789,-0.156667
22.95,-0.163805,-43.0664,-43.0664,-0.15488
23,-0.161908,-43.3493,-43.3493,-0.153186
