candidate,source
tx_band1_mcfil_r9_cnn004_center_gap_relax_keep_len_hfss,D:\Work\SIM\ADS_AUTO_SIM\projects\RFSOC_RF\hfss_runs\tx_band1_mcfil_r9_cnn004_center_gap_relax_keep_len_p2up_graphical_bb_14_23g\tx_band1_mcfil_r9_cnn004_center_gap_relax_keep_len_hfss_trace.csv
