candidate,cell,status,error_class,failed_step,elapsed_s,run_id,profile_id,pipeline_id,target_profile_id,score_version,notes,project_id,round_id,candidate_id,source,target_profile,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db,margin_s21_5g_db,margin_s21_6g_db,margin_s21_8g_db,margin_passband_min_s21_db,margin_passband_ripple_db,margin_worst_s11_6_8_db,margin_worst_s22_6_8_db,run_dir
pixel_qr16_fr4_210um_seed0_p032_ov10,pixel_qr16_fr4_210um_seed0_p032_ov10_mm_coords,TUNE,,,35.194,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p032_ov10_home_20260801_223209,home,pixel_qr_bpf_fr4_210um_home_r1,fr4_25db_rl6,fr4_i7_score_v1,R1 carryover fine size scan; expected between p030 and p035.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_seed0_p032_ov10,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\pixel_qr16_fr4_210um_seed0_p032_ov10_mm_coords_rfpro.csv,fr4_25db_rl6,-6.58,-5.52,-3.35,-0.73,-1.19,-5.52,4.79,-1.54,-1.54,-18.42,-0.52,4.27,-0.52,-0.79,-4.46,-4.46,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p032_ov10_home_20260801_223209
pixel_qr16_fr4_210um_seed0_p033_ov10,pixel_qr16_fr4_210um_seed0_p033_ov10_mm_coords,TUNE,,,41.277,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p033_ov10_home_20260801_223244,home,pixel_qr_bpf_fr4_210um_home_r1,fr4_25db_rl6,fr4_i7_score_v1,R1 carryover fine size scan; likely center-frequency trim point.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_seed0_p033_ov10,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\pixel_qr16_fr4_210um_seed0_p033_ov10_mm_coords_rfpro.csv,fr4_25db_rl6,-6.70,-5.43,-2.91,-0.47,-1.94,-5.43,4.96,-1.58,-1.58,-18.30,-0.43,4.53,-0.43,-0.96,-4.42,-4.42,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p033_ov10_home_20260801_223244
pixel_qr16_fr4_210um_seed0_p035_ov10_ol045,pixel_qr16_fr4_210um_seed0_p035_ov10_ol045_mm_coords,TUNE,,,44.455,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p035_ov10_ol045_home_20260801_223326,home,pixel_qr_bpf_fr4_210um_home_r1,fr4_25db_rl6,fr4_i7_score_v1,R1 coupling overlap scan around current best p035.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_seed0_p035_ov10_ol045,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\pixel_qr16_fr4_210um_seed0_p035_ov10_ol045_mm_coords_rfpro.csv,fr4_25db_rl6,-6.77,-4.85,-1.51,-1.15,-10.25,-4.85,4.39,-1.88,-1.89,-18.23,0.15,3.85,0.15,-0.39,-4.12,-4.11,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p035_ov10_ol045_home_20260801_223326
pixel_qr16_fr4_210um_seed0_p035_ov10_ol055,pixel_qr16_fr4_210um_seed0_p035_ov10_ol055_mm_coords,TUNE,,,33.245,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p035_ov10_ol055_home_20260801_223411,home,pixel_qr_bpf_fr4_210um_home_r1,fr4_25db_rl6,fr4_i7_score_v1,R1 stronger coupling overlap scan around current best p035.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_seed0_p035_ov10_ol055,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\pixel_qr16_fr4_210um_seed0_p035_ov10_ol055_mm_coords_rfpro.csv,fr4_25db_rl6,-6.75,-4.76,-1.41,-1.22,-10.56,-4.76,4.31,-1.93,-1.93,-18.25,0.24,3.78,0.24,-0.31,-4.07,-4.07,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p035_ov10_ol055_home_20260801_223411
pixel_qr16_fr4_210um_seed0_p033_ov10_ol045,pixel_qr16_fr4_210um_seed0_p033_ov10_ol045_mm_coords,TUNE,,,42.131,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p033_ov10_ol045_home_20260801_223610,home,pixel_qr_bpf_fr4_210um_home_r1,fr4_25db_rl6,fr4_i7_score_v1,R1 combined center trim and stronger coupling.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_seed0_p033_ov10_ol045,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\pixel_qr16_fr4_210um_seed0_p033_ov10_ol045_mm_coords_rfpro.csv,fr4_25db_rl6,-6.70,-5.40,-2.82,-0.45,-1.83,-5.40,4.95,-1.60,-1.60,-18.30,-0.40,4.55,-0.40,-0.95,-4.40,-4.40,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p033_ov10_ol045_home_20260801_223610
pixel_qr16_fr4_210um_seed0_p033_ov10_ol050,pixel_qr16_fr4_210um_seed0_p033_ov10_ol050_mm_coords,TUNE,,,34.016,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p033_ov10_ol050_home_20260801_223652,home,pixel_qr_bpf_fr4_210um_home_r1,fr4_25db_rl6,fr4_i7_score_v1,R1 combined center trim and stronger coupling; replaces ol055 because ol055 violates 4 mil spacing.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_seed0_p033_ov10_ol050,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\pixel_qr16_fr4_210um_seed0_p033_ov10_ol050_mm_coords_rfpro.csv,fr4_25db_rl6,-6.69,-5.33,-2.72,-0.44,-1.82,-5.33,4.90,-1.63,-1.63,-18.31,-0.33,4.56,-0.33,-0.90,-4.37,-4.37,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p033_ov10_ol050_home_20260801_223652
pixel_qr16_fr4_210um_seed0_p035_ov10_fw034_ol045,pixel_qr16_fr4_210um_seed0_p035_ov10_fw034_ol045_mm_coords,TUNE,,,34.141,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p035_ov10_fw034_ol045_home_20260801_223727,home,pixel_qr_bpf_fr4_210um_home_r1,fr4_25db_rl6,fr4_i7_score_v1,R1 feed width narrower than 0.36 with overlap 0.45.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_seed0_p035_ov10_fw034_ol045,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\pixel_qr16_fr4_210um_seed0_p035_ov10_fw034_ol045_mm_coords_rfpro.csv,fr4_25db_rl6,-6.86,-4.95,-1.54,-1.24,-10.76,-4.95,4.48,-1.84,-1.84,-18.14,0.05,3.76,0.05,-0.48,-4.16,-4.16,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p035_ov10_fw034_ol045_home_20260801_223727
pixel_qr16_fr4_210um_seed0_p035_ov10_fw038_ol045,pixel_qr16_fr4_210um_seed0_p035_ov10_fw038_ol045_mm_coords,TUNE,,,41.655,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p035_ov10_fw038_ol045_home_20260801_223801,home,pixel_qr_bpf_fr4_210um_home_r1,fr4_25db_rl6,fr4_i7_score_v1,R1 feed width wider than 0.36 with overlap 0.45.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_seed0_p035_ov10_fw038_ol045,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\pixel_qr16_fr4_210um_seed0_p035_ov10_fw038_ol045_mm_coords_rfpro.csv,fr4_25db_rl6,-6.62,-4.61,-1.32,-1.17,-10.26,-4.61,4.17,-2.02,-2.02,-18.38,0.39,3.83,0.39,-0.17,-3.98,-3.98,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r1\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_seed0_p035_ov10_fw038_ol045_home_20260801_223801
