candidate,predicted_tx_score,parent,parent_tx_score,min_gap_mm,length_delta_mm,gap_delta_mm,width_delta_mm,params_json,layout_json
tx_band1_mcfil_r9_cnn004_center_gap_relax_keep_len,23.845,tx_band1_mcfil_r8_cnn023_rand17_p2up_graphical,29.861,0.058939,0.099908;0.094441;0.10321;0.095392;0.086581,-0.005655;-0.01211;-0.018778;-0.009789;0.001895,-0.007938;-0.004971;0.000957;-0.000991;-0.002327,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn004_center_gap_relax_keep_len_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn004_center_gap_relax_keep_len_layout.json
tx_band1_mcfil_r9_cnn044_rand38,22.775,tx_band1_mcfil_r8_cnn023_rand17_p2up_graphical,29.861,0.054966,0.099517;0.092861;0.104041;0.097065;0.084055,-0.009628;-0.020542;-0.03126;-0.016948;0.003866,-0.012383;-0.005885;-0.000925;0.000428;-0.006434,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn044_rand38_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn044_rand38_layout.json
tx_band1_mcfil_r9_cnn041_rand35,22.090,tx_band1_mcfil_r8_cnn023_rand17_p2up_graphical,29.861,0.066649,0.09163;0.093899;0.109653;0.092697;0.090415,0.002055;-0.020452;-0.018938;-0.019589;0.006545,-0.01543;-0.009532;0.003034;-0.001499;-0.006416,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn041_rand35_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn041_rand35_layout.json
tx_band1_mcfil_r9_cnn019_rand13,17.981,tx_band1_mcfil_r8_cnn023_rand17_p2up_graphical,29.861,0.067056,0.0952;0.09436;0.117238;0.092771;0.077382,0.002462;-0.014683;-0.03131;-0.011588;0.004872,-0.012569;-0.004754;-0.000591;-0.000162;-0.011547,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn019_rand13_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn019_rand13_layout.json
tx_band1_mcfil_r9_cnn020_rand14,14.042,tx_band1_mcfil_r8_cnn023_rand17_p2up_graphical,29.861,0.056918,0.094735;0.090819;0.106845;0.102399;0.082318,-0.007676;-0.018619;-0.02012;-0.011839;0.004754,-0.014643;-0.004195;0.003187;0.000548;-0.007671,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn020_rand14_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn020_rand14_layout.json
tx_band1_mcfil_r9_cnn006_edge_short_center_hold,11.561,tx_band1_mcfil_r8_cnn023_rand17_p2up_graphical,29.861,0.058939,0.087908;0.094441;0.10921;0.095392;0.074581,-0.005655;-0.01211;-0.020778;-0.009789;0.001895,-0.015938;-0.006971;0.000957;-0.002991;-0.010327,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn006_edge_short_center_hold_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn006_edge_short_center_hold_layout.json
tx_band1_mcfil_r9_cnn003_outer_gap_stronger_width_m006,9.378,tx_band1_mcfil_r8_cnn023_rand17_p2up_graphical,29.861,0.054939,0.099908;0.094441;0.10321;0.095392;0.086581,-0.009655;-0.01211;-0.020778;-0.009789;-0.002105,-0.013938;-0.007971;0.000957;-0.003991;-0.008327,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn003_outer_gap_stronger_width_m006_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn003_outer_gap_stronger_width_m006_layout.json
tx_band1_mcfil_r9_cnn042_rand36,6.716,tx_band1_mcfil_r8_cnn023_rand17_p2up_graphical,29.861,0.061098,0.091823;0.093409;0.105715;0.098762;0.078092,0.000572;-0.018718;-0.030941;-0.005657;-0.003496,-0.009943;-0.005022;-0.001372;-0.004159;-0.010678,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn042_rand36_params.json,projects\RFSOC_RF\layouts\tx_band1_mcfil_iter\round9\tx_band1_mcfil_r9_cnn042_rand36_layout.json
