candidate,cell,status,error_class,failed_step,elapsed_s,run_id,profile_id,pipeline_id,target_profile_id,score_version,notes,project_id,round_id,candidate_id,source,target_profile,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db,margin_s21_5g_db,margin_s21_6g_db,margin_s21_8g_db,margin_passband_min_s21_db,margin_passband_ripple_db,margin_worst_s11_6_8_db,margin_worst_s22_6_8_db,run_dir
pixel_qr16_fr4_210um_r15_01_r7d22a_keep_basefeed,pixel_qr16_fr4_210um_r15_01_r7d22a_keep_basefeed_mm_coords,TUNE,,,51.11,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r15_01_r7d22a_keep_basefeed_home_20260802_071411,home,pixel_qr_bpf_fr4_210um_home_r15_d0p22_feed_path_1to10,fr4_25db_rl6,fr4_i7_score_v1,R15 d0.22 feed/path compensation; base=pixel_qr16_fr4_210um_r7_16_d0p22_add_r09c04 (R7 best d0.22 single lower shoulder); op=keep; keep the proven d0.22 metal path; feed=basefeed; keep base feed geometry. No second via is added; S21 is the primary ranking feedback while S11/S22 remain low-weight auxiliary training targets.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r15_01_r7d22a_keep_basefeed,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r15_d0p22_feed_path_1to10\pixel_qr16_fr4_210um_r15_01_r7d22a_keep_basefeed_mm_coords_rfpro.csv,fr4_25db_rl6,-16.92,-4.78,-2.01,-1.60,-15.95,-4.78,4.06,-2.40,-2.40,-8.08,0.22,3.40,0.22,-0.06,-3.60,-3.60,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r15_d0p22_feed_path_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r15_01_r7d22a_keep_basefeed_home_20260802_071411
pixel_qr16_fr4_210um_r15_02_r7d22a_keep_fw0p36_ol0p50,pixel_qr16_fr4_210um_r15_02_r7d22a_keep_fw0p36_ol0p50_mm_coords,TUNE,,,37.126,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r15_02_r7d22a_keep_fw0p36_ol0p50_home_20260802_071502,home,pixel_qr_bpf_fr4_210um_home_r15_d0p22_feed_path_1to10,fr4_25db_rl6,fr4_i7_score_v1,"R15 d0.22 feed/path compensation; base=pixel_qr16_fr4_210um_r7_16_d0p22_add_r09c04 (R7 best d0.22 single lower shoulder); op=keep; keep the proven d0.22 metal path; feed=fw0p36_ol0p50; narrow feed and larger overlap, based on R9 deeper-5G compensation. No second via is added; S21 is the primary ranking feedback while S11/S22 remain low-weight auxiliary training targets.",pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r15_02_r7d22a_keep_fw0p36_ol0p50,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r15_d0p22_feed_path_1to10\pixel_qr16_fr4_210um_r15_02_r7d22a_keep_fw0p36_ol0p50_mm_coords_rfpro.csv,fr4_25db_rl6,-17.07,-4.79,-2.14,-1.79,-16.48,-4.79,4.04,-2.43,-2.39,-7.93,0.21,3.21,0.21,-0.04,-3.57,-3.61,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r15_d0p22_feed_path_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r15_02_r7d22a_keep_fw0p36_ol0p50_home_20260802_071502
pixel_qr16_fr4_210um_r15_03_r7d22a_add_r09c05_r10c05_basefeed,pixel_qr16_fr4_210um_r15_03_r7d22a_add_r09c05_r10c05_basefeed_mm_coords,TUNE,,,44.906,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r15_03_r7d22a_add_r09c05_r10c05_basefeed_home_20260802_071540,home,pixel_qr_bpf_fr4_210um_home_r15_d0p22_feed_path_1to10,fr4_25db_rl6,fr4_i7_score_v1,R15 d0.22 feed/path compensation; base=pixel_qr16_fr4_210um_r7_16_d0p22_add_r09c04 (R7 best d0.22 single lower shoulder); op=add_r09c05_r10c05; add inner lower shoulder and vertical extension; feed=basefeed; keep base feed geometry. No second via is added; S21 is the primary ranking feedback while S11/S22 remain low-weight auxiliary training targets.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r15_03_r7d22a_add_r09c05_r10c05_basefeed,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r15_d0p22_feed_path_1to10\pixel_qr16_fr4_210um_r15_03_r7d22a_add_r09c05_r10c05_basefeed_mm_coords_rfpro.csv,fr4_25db_rl6,-16.77,-4.77,-1.93,-1.72,-16.10,-4.77,4.05,-2.41,-2.40,-8.23,0.23,3.28,0.23,-0.05,-3.59,-3.60,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r15_d0p22_feed_path_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r15_03_r7d22a_add_r09c05_r10c05_basefeed_home_20260802_071540
pixel_qr16_fr4_210um_r15_05_r8d22v_keep_basefeed,pixel_qr16_fr4_210um_r15_05_r8d22v_keep_basefeed_mm_coords,TUNE,,,34.004,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r15_05_r8d22v_keep_basefeed_home_20260802_071259,home,pixel_qr_bpf_fr4_210um_home_r15_d0p22_feed_path_1to10,fr4_25db_rl6,fr4_i7_score_v1,R15 d0.22 feed/path compensation; base=pixel_qr16_fr4_210um_r8_20_d0p22_add_r09c04_r10c04 (R8 vertical lower shoulder with strongest guarded 5G); op=keep; keep the proven d0.22 metal path; feed=basefeed; keep base feed geometry. No second via is added; S21 is the primary ranking feedback while S11/S22 remain low-weight auxiliary training targets.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r15_05_r8d22v_keep_basefeed,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r15_d0p22_feed_path_1to10\pixel_qr16_fr4_210um_r15_05_r8d22v_keep_basefeed_mm_coords_rfpro.csv,fr4_25db_rl6,-16.84,-4.70,-1.94,-1.59,-15.71,-4.70,3.98,-2.46,-2.44,-8.16,0.30,3.41,0.30,0.02,-3.54,-3.56,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r15_d0p22_feed_path_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r15_05_r8d22v_keep_basefeed_home_20260802_071259
pixel_qr16_fr4_210um_r15_06_r8d22v_keep_fw0p36_ol0p50,pixel_qr16_fr4_210um_r15_06_r8d22v_keep_fw0p36_ol0p50_mm_coords,TUNE,,,37.055,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r15_06_r8d22v_keep_fw0p36_ol0p50_home_20260802_071333,home,pixel_qr_bpf_fr4_210um_home_r15_d0p22_feed_path_1to10,fr4_25db_rl6,fr4_i7_score_v1,"R15 d0.22 feed/path compensation; base=pixel_qr16_fr4_210um_r8_20_d0p22_add_r09c04_r10c04 (R8 vertical lower shoulder with strongest guarded 5G); op=keep; keep the proven d0.22 metal path; feed=fw0p36_ol0p50; narrow feed and larger overlap, based on R9 deeper-5G compensation. No second via is added; S21 is the primary ranking feedback while S11/S22 remain low-weight auxiliary training targets.",pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r15_06_r8d22v_keep_fw0p36_ol0p50,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r15_d0p22_feed_path_1to10\pixel_qr16_fr4_210um_r15_06_r8d22v_keep_fw0p36_ol0p50_mm_coords_rfpro.csv,fr4_25db_rl6,-16.98,-4.67,-2.11,-1.85,-16.48,-4.67,3.93,-2.49,-2.50,-8.02,0.33,3.15,0.33,0.07,-3.51,-3.50,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r15_d0p22_feed_path_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r15_06_r8d22v_keep_fw0p36_ol0p50_home_20260802_071333
pixel_qr16_fr4_210um_r15_07_r8d22v_add_r09c05_r10c05_basefeed,pixel_qr16_fr4_210um_r15_07_r8d22v_add_r09c05_r10c05_basefeed_mm_coords,TUNE,,,36.525,pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r15_07_r8d22v_add_r09c05_r10c05_basefeed_home_20260802_071625,home,pixel_qr_bpf_fr4_210um_home_r15_d0p22_feed_path_1to10,fr4_25db_rl6,fr4_i7_score_v1,R15 d0.22 feed/path compensation; base=pixel_qr16_fr4_210um_r8_20_d0p22_add_r09c04_r10c04 (R8 vertical lower shoulder with strongest guarded 5G); op=add_r09c05_r10c05; add inner lower shoulder and vertical extension; feed=basefeed; keep base feed geometry. No second via is added; S21 is the primary ranking feedback while S11/S22 remain low-weight auxiliary training targets.,pixel_qr_bpf_fr4_210um,manual,pixel_qr16_fr4_210um_r15_07_r8d22v_add_r09c05_r10c05_basefeed,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r15_d0p22_feed_path_1to10\pixel_qr16_fr4_210um_r15_07_r8d22v_add_r09c05_r10c05_basefeed_mm_coords_rfpro.csv,fr4_25db_rl6,-16.58,-4.57,-1.83,-1.94,-16.45,-4.57,3.87,-2.55,-2.53,-8.42,0.43,3.06,0.43,0.13,-3.45,-3.47,D:\OneDrive\4.Code\SIM\projects\pixel_qr_bpf_fr4_210um\results\pixel_qr_bpf_fr4_210um_r15_d0p22_feed_path_1to10\runs\pixel_qr_bpf_fr4_210um_manual_pixel_qr16_fr4_210um_r15_07_r8d22v_add_r09c05_r10c05_basefeed_home_20260802_071625
