freq_ghz,s11_db,s21_db,s12_db,s22_db
21.45,-0.272031,-32.2795,-32.2795,-0.294066
21.5,-0.26414,-32.7563,-32.7563,-0.285275
21.55,-0.256691,-33.2247,-33.2247,-0.276972
21.6,-0.249655,-33.6848,-33.6848,-0.269124
21.65,-0.243004,-34.137,-34.137,-0.261702
21.7,-0.236716,-34.5812,-34.5812,-0.254681
21.75,-0.230767,-35.0177,-35.0177,-0.248034
21.8,-0.225136,-35.4467,-35.4467,-0.24174
21.85,-0.219805,-35.8683,-35.8683,-0.235778
21.9,-0.214756,-36.2827,-36.2827,-0.230127
21.95,-0.209972,-36.6899,-36.6899,-0.22477
22,-0.205438,-37.0902,-37.0902,-0.219691
22.05,-0.20114,-37.4837,-37.4837,-0.214872
22.1,-0.197065,-37.8705,-37.8705,-0.210301
22.15,-0.193201,-38.2508,-38.2508,-0.205964
22.2,-0.189536,-38.6246,-38.6246,-0.201847
22.25,-0.18606,-38.9922,-38.9922,-0.197939
22.3,-0.182762,-39.3536,-39.3536,-0.194229
22.35,-0.179634,-39.709,-39.709,-0.190707
22.4,-0.176666,-40.0584,-40.0584,-0.187363
22.45,-0.173852,-40.402,-40.402,-0.184188
22.5,-0.171182,-40.7399,-40.7399,-0.181174
22.55,-0.16865,-41.0722,-41.0722,-0.178312
22.6,-0.166249,-41.399,-41.399,-0.175595
22.65,-0.163973,-41.7204,-41.7204,-0.173017
22.7,-0.161816,-42.0365,-42.0365,-0.17057
22.75,-0.159773,-42.3474,-42.3474,-0.168248
22.8,-0.157837,-42.6532,-42.6532,-0.166045
22.85,-0.156004,-42.954,-42.954,-0.163957
22.9,-0.15427,-43.2499,-43.2499,-0.161977
22.95,-0.15263,-43.5409,-43.5409,-0.160101
23,-0.15108,-43.8271,-43.8271,-0.158325
