candidate,cell,status,error_class,failed_step,elapsed_s,run_id,profile_id,pipeline_id,target_profile_id,score_version,notes,project_id,round_id,candidate_id,source,target_profile,s21_5g_db,s21_6g_db,s21_7g_db,s21_8g_db,s21_9g_db,passband_min_s21_db,passband_ripple_db,worst_s11_6_8_db,worst_s22_6_8_db,margin_s21_5g_db,margin_s21_6g_db,margin_s21_8g_db,margin_passband_min_s21_db,margin_passband_ripple_db,margin_worst_s11_6_8_db,margin_worst_s22_6_8_db,run_dir
i7_fr4_r8_nn0501,i7_fr4_r8_nn0501_mm_coords,TUNE,,,139.809,bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0501_home_20260802_101923,home,bfp_6_8g_i7_fr4_home_round8_refined_nn_1to10,fr4_25db_rl6,fr4_i7_score_v1,refined-NN rank 1; score 120.754; S21@5/6/8 -27.3451/-2.48942/-4.04707 dB; S11/S22 -5.717/-5.68451 dB,bfp_6_8g_i7_fr4,round8,i7_fr4_r8_nn0501,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\i7_fr4_r8_nn0501_mm_coords_rfpro.csv,fr4_25db_rl6,-27.67,-4.36,-2.80,-5.22,-51.49,-5.22,3.77,-3.70,-3.74,2.67,0.64,-0.22,-0.22,0.23,-2.30,-2.26,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\runs\bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0501_home_20260802_101923
i7_fr4_r8_nn0290,i7_fr4_r8_nn0290_mm_coords,TUNE,,,113.767,bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0290_home_20260802_102143,home,bfp_6_8g_i7_fr4_home_round8_refined_nn_1to10,fr4_25db_rl6,fr4_i7_score_v1,refined-NN rank 2; score 120.726; S21@5/6/8 -26.4851/-2.28658/-4.07358 dB; S11/S22 -5.75292/-5.86669 dB,bfp_6_8g_i7_fr4,round8,i7_fr4_r8_nn0290,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\i7_fr4_r8_nn0290_mm_coords_rfpro.csv,fr4_25db_rl6,-25.33,-3.96,-3.82,-3.77,-47.31,-3.82,2.29,-4.27,-4.28,0.33,1.04,1.23,1.18,1.71,-1.73,-1.72,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\runs\bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0290_home_20260802_102143
i7_fr4_r8_nn0243,i7_fr4_r8_nn0243_mm_coords,TUNE,,,107.518,bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0243_home_20260802_102337,home,bfp_6_8g_i7_fr4_home_round8_refined_nn_1to10,fr4_25db_rl6,fr4_i7_score_v1,refined-NN rank 3; score 120.388; S21@5/6/8 -27.1816/-2.27042/-4.18366 dB; S11/S22 -5.64484/-5.65555 dB,bfp_6_8g_i7_fr4,round8,i7_fr4_r8_nn0243,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\i7_fr4_r8_nn0243_mm_coords_rfpro.csv,fr4_25db_rl6,-16.65,-3.87,-3.31,-3.93,-47.52,-3.31,1.89,-4.95,-4.96,-8.35,1.13,1.07,1.69,2.11,-1.05,-1.04,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\runs\bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0243_home_20260802_102337
i7_fr4_r8_nn0447,i7_fr4_r8_nn0447_mm_coords,TUNE,,,100.435,bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0447_home_20260802_102525,home,bfp_6_8g_i7_fr4_home_round8_refined_nn_1to10,fr4_25db_rl6,fr4_i7_score_v1,refined-NN rank 4; score 120.358; S21@5/6/8 -26.9615/-2.39369/-3.95451 dB; S11/S22 -5.65106/-5.76756 dB,bfp_6_8g_i7_fr4,round8,i7_fr4_r8_nn0447,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\i7_fr4_r8_nn0447_mm_coords_rfpro.csv,fr4_25db_rl6,-24.86,-3.18,-3.47,-4.09,-46.22,-3.47,2.11,-4.67,-4.65,-0.14,1.82,0.91,1.53,1.89,-1.33,-1.35,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\runs\bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0447_home_20260802_102525
i7_fr4_r8_nn0252,i7_fr4_r8_nn0252_mm_coords,TUNE,,,94.558,bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0252_home_20260802_102705,home,bfp_6_8g_i7_fr4_home_round8_refined_nn_1to10,fr4_25db_rl6,fr4_i7_score_v1,refined-NN rank 5; score 119.517; S21@5/6/8 -25.7106/-2.07373/-4.49536 dB; S11/S22 -5.73046/-5.67873 dB,bfp_6_8g_i7_fr4,round8,i7_fr4_r8_nn0252,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\i7_fr4_r8_nn0252_mm_coords_rfpro.csv,fr4_25db_rl6,-16.34,-2.94,-2.65,-3.49,-50.85,-2.90,1.11,-5.47,-5.24,-8.66,2.06,1.51,2.10,2.89,-0.53,-0.76,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\runs\bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0252_home_20260802_102705
i7_fr4_r8_nn0381,i7_fr4_r8_nn0381_mm_coords,TUNE,,,59.642,bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0381_home_20260802_102840,home,bfp_6_8g_i7_fr4_home_round8_refined_nn_1to10,fr4_25db_rl6,fr4_i7_score_v1,refined-NN rank 6; score 119.424; S21@5/6/8 -28.0057/-2.53479/-4.13675 dB; S11/S22 -5.4347/-5.2992 dB,bfp_6_8g_i7_fr4,round8,i7_fr4_r8_nn0381,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\i7_fr4_r8_nn0381_mm_coords_rfpro.csv,fr4_25db_rl6,-9.57,-4.06,-3.37,-3.44,-34.38,-4.22,2.84,-3.54,-3.18,-15.43,0.94,1.56,0.78,1.16,-2.46,-2.82,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\runs\bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0381_home_20260802_102840
i7_fr4_r8_nn0305,i7_fr4_r8_nn0305_mm_coords,TUNE,,,56.211,bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0305_home_20260802_102940,home,bfp_6_8g_i7_fr4_home_round8_refined_nn_1to10,fr4_25db_rl6,fr4_i7_score_v1,refined-NN rank 7; score 119.21; S21@5/6/8 -28.6936/-2.77342/-4.20339 dB; S11/S22 -5.24733/-5.38886 dB,bfp_6_8g_i7_fr4,round8,i7_fr4_r8_nn0305,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\i7_fr4_r8_nn0305_mm_coords_rfpro.csv,fr4_25db_rl6,-17.54,-3.33,-3.52,-5.16,-38.81,-3.57,1.82,-4.54,-4.36,-7.46,1.67,-0.16,1.43,2.18,-1.46,-1.64,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\runs\bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0305_home_20260802_102940
i7_fr4_r8_nn0258,i7_fr4_r8_nn0258_mm_coords,TUNE,,,98.476,bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0258_home_20260802_103037,home,bfp_6_8g_i7_fr4_home_round8_refined_nn_1to10,fr4_25db_rl6,fr4_i7_score_v1,refined-NN rank 8; score 119.14; S21@5/6/8 -28.0715/-2.5313/-4.0709 dB; S11/S22 -5.22549/-5.50714 dB,bfp_6_8g_i7_fr4,round8,i7_fr4_r8_nn0258,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\i7_fr4_r8_nn0258_mm_coords_rfpro.csv,fr4_25db_rl6,-22.43,-2.40,-2.72,-4.69,-47.06,-3.89,2.26,-5.40,-5.68,-2.57,2.60,0.31,1.11,1.74,-0.60,-0.32,D:\OneDrive\4.Code\SIM\projects\bfp_6_8g_i7_fr4\results\interdigital_7o_fr4_210um_round8_refined_nn_1to10\runs\bfp_6_8g_i7_fr4_round8_i7_fr4_r8_nn0258_home_20260802_103037
